Game Date,Visitor,Visitor Score,Home,Home Score,Game URL,OT
22-11-2019 21:00,Boston Celtics,92,Denver Nuggets,96,https://www.basketball-reference.com/boxscores/201911220DEN.html,
22-11-2019 21:00,Golden State Warriors,109,Utah Jazz,113,https://www.basketball-reference.com/boxscores/201911220UTA.html,
22-11-2019 22:30,Houston Rockets,119,Los Angeles Clippers,122,https://www.basketball-reference.com/boxscores/201911220LAC.html,
23-11-2019 17:00,Phoenix Suns,100,Minnesota Timberwolves,98,https://www.basketball-reference.com/boxscores/201911230MIN.html,
23-11-2019 19:00,Chicago Bulls,116,Charlotte Hornets,115,https://www.basketball-reference.com/boxscores/201911230CHO.html,
23-11-2019 19:00,Orlando Magic,106,Indiana Pacers,111,https://www.basketball-reference.com/boxscores/201911230IND.html,
23-11-2019 19:30,Toronto Raptors,119,Atlanta Hawks,116,https://www.basketball-reference.com/boxscores/201911230ATL.html,
23-11-2019 19:30,San Antonio Spurs,111,New York Knicks,104,https://www.basketball-reference.com/boxscores/201911230NYK.html,
23-11-2019 19:30,Miami Heat,86,Philadelphia 76ers,113,https://www.basketball-reference.com/boxscores/201911230PHI.html,
23-11-2019 20:00,Portland Trail Blazers,104,Cleveland Cavaliers,110,https://www.basketball-reference.com/boxscores/201911230CLE.html,
23-11-2019 20:00,Los Angeles Lakers,109,Memphis Grizzlies,108,https://www.basketball-reference.com/boxscores/201911230MEM.html,
23-11-2019 20:30,Detroit Pistons,90,Milwaukee Bucks,104,https://www.basketball-reference.com/boxscores/201911230MIL.html,
23-11-2019 21:00,New Orleans Pelicans,120,Utah Jazz,128,https://www.basketball-reference.com/boxscores/201911230UTA.html,
24-11-2019 15:30,Dallas Mavericks,137,Houston Rockets,123,https://www.basketball-reference.com/boxscores/201911240HOU.html,
24-11-2019 18:00,Brooklyn Nets,103,New York Knicks,101,https://www.basketball-reference.com/boxscores/201911240NYK.html,
24-11-2019 18:00,Sacramento Kings,113,Washington Wizards,106,https://www.basketball-reference.com/boxscores/201911240WAS.html,
24-11-2019 20:00,Phoenix Suns,104,Denver Nuggets,116,https://www.basketball-reference.com/boxscores/201911240DEN.html,
24-11-2019 21:00,New Orleans Pelicans,109,Los Angeles Clippers,134,https://www.basketball-reference.com/boxscores/201911240LAC.html,
25-11-2019 19:00,Brooklyn Nets,108,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/201911250CLE.html,
25-11-2019 19:00,Orlando Magic,88,Detroit Pistons,103,https://www.basketball-reference.com/boxscores/201911250DET.html,
25-11-2019 19:00,Memphis Grizzlies,114,Indiana Pacers,126,https://www.basketball-reference.com/boxscores/201911250IND.html,
25-11-2019 19:30,Minnesota Timberwolves,125,Atlanta Hawks,113,https://www.basketball-reference.com/boxscores/201911250ATL.html,
25-11-2019 19:30,Sacramento Kings,102,Boston Celtics,103,https://www.basketball-reference.com/boxscores/201911250BOS.html,
25-11-2019 19:30,Charlotte Hornets,100,Miami Heat,117,https://www.basketball-reference.com/boxscores/201911250MIA.html,
25-11-2019 19:30,Philadelphia 76ers,96,Toronto Raptors,101,https://www.basketball-reference.com/boxscores/201911250TOR.html,
25-11-2019 20:00,Portland Trail Blazers,117,Chicago Bulls,94,https://www.basketball-reference.com/boxscores/201911250CHI.html,
25-11-2019 20:00,Utah Jazz,118,Milwaukee Bucks,122,https://www.basketball-reference.com/boxscores/201911250MIL.html,
25-11-2019 20:30,Los Angeles Lakers,114,San Antonio Spurs,104,https://www.basketball-reference.com/boxscores/201911250SAS.html,
25-11-2019 22:30,Oklahoma City Thunder,100,Golden State Warriors,97,https://www.basketball-reference.com/boxscores/201911250GSW.html,
26-11-2019 20:30,Los Angeles Clippers,114,Dallas Mavericks,99,https://www.basketball-reference.com/boxscores/201911260DAL.html,
26-11-2019 21:00,Washington Wizards,104,Denver Nuggets,117,https://www.basketball-reference.com/boxscores/201911260DEN.html,
27-11-2019 19:00,Brooklyn Nets,110,Boston Celtics,121,https://www.basketball-reference.com/boxscores/201911270BOS.html,
27-11-2019 19:00,Detroit Pistons,101,Charlotte Hornets,102,https://www.basketball-reference.com/boxscores/201911270CHO.html,
27-11-2019 19:00,Orlando Magic,116,Cleveland Cavaliers,104,https://www.basketball-reference.com/boxscores/201911270CLE.html,
27-11-2019 19:00,Utah Jazz,102,Indiana Pacers,121,https://www.basketball-reference.com/boxscores/201911270IND.html,
27-11-2019 19:00,Sacramento Kings,91,Philadelphia 76ers,97,https://www.basketball-reference.com/boxscores/201911270PHI.html,
27-11-2019 19:30,New York Knicks,98,Toronto Raptors,126,https://www.basketball-reference.com/boxscores/201911270TOR.html,
27-11-2019 20:00,Miami Heat,108,Houston Rockets,117,https://www.basketball-reference.com/boxscores/201911270HOU.html,
27-11-2019 20:00,Los Angeles Clippers,121,Memphis Grizzlies,119,https://www.basketball-reference.com/boxscores/201911270MEM.html,
27-11-2019 20:00,Atlanta Hawks,102,Milwaukee Bucks,111,https://www.basketball-reference.com/boxscores/201911270MIL.html,
27-11-2019 20:30,Minnesota Timberwolves,113,San Antonio Spurs,101,https://www.basketball-reference.com/boxscores/201911270SAS.html,
27-11-2019 21:00,Washington Wizards,140,Phoenix Suns,132,https://www.basketball-reference.com/boxscores/201911270PHO.html,
27-11-2019 21:30,Los Angeles Lakers,114,New Orleans Pelicans,110,https://www.basketball-reference.com/boxscores/201911270NOP.html,
27-11-2019 22:00,Oklahoma City Thunder,119,Portland Trail Blazers,136,https://www.basketball-reference.com/boxscores/201911270POR.html,
27-11-2019 22:30,Chicago Bulls,90,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/201911270GSW.html,
29-11-2019 12:00,Boston Celtics,107,Brooklyn Nets,112,https://www.basketball-reference.com/boxscores/201911290BRK.html,
29-11-2019 19:00,Charlotte Hornets,110,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/201911290DET.html,
29-11-2019 19:00,Toronto Raptors,90,Orlando Magic,83,https://www.basketball-reference.com/boxscores/201911290ORL.html,
29-11-2019 19:30,Milwaukee Bucks,119,Cleveland Cavaliers,110,https://www.basketball-reference.com/boxscores/201911290CLE.html,
29-11-2019 19:30,Philadelphia 76ers,101,New York Knicks,95,https://www.basketball-reference.com/boxscores/201911290NYK.html,
29-11-2019 20:00,Atlanta Hawks,104,Indiana Pacers,105,https://www.basketball-reference.com/boxscores/201911290IND.html,OT
29-11-2019 20:00,Utah Jazz,103,Memphis Grizzlies,94,https://www.basketball-reference.com/boxscores/201911290MEM.html,
29-11-2019 20:00,Golden State Warriors,105,Miami Heat,122,https://www.basketball-reference.com/boxscores/201911290MIA.html,
29-11-2019 20:00,New Orleans Pelicans,104,Oklahoma City Thunder,109,https://www.basketball-reference.com/boxscores/201911290OKC.html,
29-11-2019 20:30,Los Angeles Clippers,97,San Antonio Spurs,107,https://www.basketball-reference.com/boxscores/201911290SAS.html,
29-11-2019 21:00,Dallas Mavericks,120,Phoenix Suns,113,https://www.basketball-reference.com/boxscores/201911290PHO.html,
29-11-2019 22:00,Chicago Bulls,103,Portland Trail Blazers,107,https://www.basketball-reference.com/boxscores/201911290POR.html,
29-11-2019 22:30,Washington Wizards,103,Los Angeles Lakers,125,https://www.basketball-reference.com/boxscores/201911290LAL.html,
30-11-2019 17:00,Denver Nuggets,97,Sacramento Kings,100,https://www.basketball-reference.com/boxscores/201911300SAC.html,OT
30-11-2019 19:00,Indiana Pacers,116,Philadelphia 76ers,119,https://www.basketball-reference.com/boxscores/201911300PHI.html,
30-11-2019 20:00,Atlanta Hawks,111,Houston Rockets,158,https://www.basketball-reference.com/boxscores/201911300HOU.html,
30-11-2019 20:00,Charlotte Hornets,96,Milwaukee Bucks,137,https://www.basketball-reference.com/boxscores/201911300MIL.html,
01-12-2019 15:00,Miami Heat,109,Brooklyn Nets,106,https://www.basketball-reference.com/boxscores/201912010BRK.html,
01-12-2019 15:30,Memphis Grizzlies,115,Minnesota Timberwolves,107,https://www.basketball-reference.com/boxscores/201912010MIN.html,
01-12-2019 15:30,Boston Celtics,113,New York Knicks,104,https://www.basketball-reference.com/boxscores/201912010NYK.html,
01-12-2019 16:00,Dallas Mavericks,114,Los Angeles Lakers,100,https://www.basketball-reference.com/boxscores/201912010LAL.html,
01-12-2019 17:00,San Antonio Spurs,98,Detroit Pistons,132,https://www.basketball-reference.com/boxscores/201912010DET.html,
01-12-2019 17:00,Oklahoma City Thunder,107,New Orleans Pelicans,104,https://www.basketball-reference.com/boxscores/201912010NOP.html,
01-12-2019 18:00,Golden State Warriors,96,Orlando Magic,100,https://www.basketball-reference.com/boxscores/201912010ORL.html,
01-12-2019 18:00,Utah Jazz,110,Toronto Raptors,130,https://www.basketball-reference.com/boxscores/201912010TOR.html,
01-12-2019 22:30,Washington Wizards,125,Los Angeles Clippers,150,https://www.basketball-reference.com/boxscores/201912010LAC.html,
02-12-2019 19:00,Phoenix Suns,109,Charlotte Hornets,104,https://www.basketball-reference.com/boxscores/201912020CHO.html,
02-12-2019 19:00,Utah Jazz,94,Philadelphia 76ers,103,https://www.basketball-reference.com/boxscores/201912020PHI.html,
02-12-2019 19:30,Golden State Warriors,79,Atlanta Hawks,104,https://www.basketball-reference.com/boxscores/201912020ATL.html,
02-12-2019 20:00,Indiana Pacers,117,Memphis Grizzlies,104,https://www.basketball-reference.com/boxscores/201912020MEM.html,
02-12-2019 20:00,New York Knicks,88,Milwaukee Bucks,132,https://www.basketball-reference.com/boxscores/201912020MIL.html,
02-12-2019 22:00,Chicago Bulls,113,Sacramento Kings,106,https://www.basketball-reference.com/boxscores/201912020SAC.html,
03-12-2019 19:00,Detroit Pistons,127,Cleveland Cavaliers,94,https://www.basketball-reference.com/boxscores/201912030CLE.html,
03-12-2019 19:00,Orlando Magic,127,Washington Wizards,120,https://www.basketball-reference.com/boxscores/201912030WAS.html,
03-12-2019 19:30,Dallas Mavericks,118,New Orleans Pelicans,97,https://www.basketball-reference.com/boxscores/201912030NOP.html,
03-12-2019 19:30,Miami Heat,121,Toronto Raptors,110,https://www.basketball-reference.com/boxscores/201912030TOR.html,OT
03-12-2019 20:30,Houston Rockets,133,San Antonio Spurs,135,https://www.basketball-reference.com/boxscores/201912030SAS.html,2OT
03-12-2019 21:00,Los Angeles Lakers,105,Denver Nuggets,96,https://www.basketball-reference.com/boxscores/201912030DEN.html,
03-12-2019 22:00,Portland Trail Blazers,97,Los Angeles Clippers,117,https://www.basketball-reference.com/boxscores/201912030LAC.html,
04-12-2019 19:00,Golden State Warriors,91,Charlotte Hornets,106,https://www.basketball-reference.com/boxscores/201912040CHO.html,
04-12-2019 19:00,Milwaukee Bucks,127,Detroit Pistons,103,https://www.basketball-reference.com/boxscores/201912040DET.html,
04-12-2019 19:00,Phoenix Suns,114,Orlando Magic,128,https://www.basketball-reference.com/boxscores/201912040ORL.html,
04-12-2019 19:30,Brooklyn Nets,130,Atlanta Hawks,118,https://www.basketball-reference.com/boxscores/201912040ATL.html,
04-12-2019 19:30,Miami Heat,93,Boston Celtics,112,https://www.basketball-reference.com/boxscores/201912040BOS.html,
04-12-2019 20:00,Memphis Grizzlies,99,Chicago Bulls,106,https://www.basketball-reference.com/boxscores/201912040CHI.html,
04-12-2019 20:00,Indiana Pacers,107,Oklahoma City Thunder,100,https://www.basketball-reference.com/boxscores/201912040OKC.html,
04-12-2019 20:30,Minnesota Timberwolves,114,Dallas Mavericks,121,https://www.basketball-reference.com/boxscores/201912040DAL.html,
04-12-2019 21:00,Los Angeles Lakers,121,Utah Jazz,96,https://www.basketball-reference.com/boxscores/201912040UTA.html,
04-12-2019 22:00,Sacramento Kings,116,Portland Trail Blazers,127,https://www.basketball-reference.com/boxscores/201912040POR.html,
05-12-2019 19:00,Philadelphia 76ers,113,Washington Wizards,119,https://www.basketball-reference.com/boxscores/201912050WAS.html,
05-12-2019 19:30,Denver Nuggets,129,New York Knicks,92,https://www.basketball-reference.com/boxscores/201912050NYK.html,
05-12-2019 19:30,Houston Rockets,119,Toronto Raptors,109,https://www.basketball-reference.com/boxscores/201912050TOR.html,
05-12-2019 20:00,Phoenix Suns,139,New Orleans Pelicans,132,https://www.basketball-reference.com/boxscores/201912050NOP.html,OT
06-12-2019 19:00,Brooklyn Nets,111,Charlotte Hornets,104,https://www.basketball-reference.com/boxscores/201912060CHO.html,
06-12-2019 19:00,Orlando Magic,93,Cleveland Cavaliers,87,https://www.basketball-reference.com/boxscores/201912060CLE.html,
06-12-2019 19:00,Indiana Pacers,101,Detroit Pistons,108,https://www.basketball-reference.com/boxscores/201912060DET.html,
06-12-2019 20:00,Denver Nuggets,95,Boston Celtics,108,https://www.basketball-reference.com/boxscores/201912060BOS.html,
06-12-2019 20:00,Golden State Warriors,100,Chicago Bulls,98,https://www.basketball-reference.com/boxscores/201912060CHI.html,
06-12-2019 20:00,Washington Wizards,103,Miami Heat,112,https://www.basketball-reference.com/boxscores/201912060MIA.html,
06-12-2019 20:00,Minnesota Timberwolves,127,Oklahoma City Thunder,139,https://www.basketball-reference.com/boxscores/201912060OKC.html,OT
06-12-2019 20:30,Los Angeles Clippers,91,Milwaukee Bucks,119,https://www.basketball-reference.com/boxscores/201912060MIL.html,
06-12-2019 20:30,Sacramento Kings,104,San Antonio Spurs,105,https://www.basketball-reference.com/boxscores/201912060SAS.html,OT
06-12-2019 22:30,Los Angeles Lakers,136,Portland Trail Blazers,113,https://www.basketball-reference.com/boxscores/201912060POR.html,
07-12-2019 14:00,New Orleans Pelicans,84,Dallas Mavericks,130,https://www.basketball-reference.com/boxscores/201912070DAL.html,
07-12-2019 19:30,Indiana Pacers,104,New York Knicks,103,https://www.basketball-reference.com/boxscores/201912070NYK.html,
07-12-2019 19:30,Cleveland Cavaliers,94,Philadelphia 76ers,141,https://www.basketball-reference.com/boxscores/201912070PHI.html,
07-12-2019 20:00,Phoenix Suns,109,Houston Rockets,115,https://www.basketball-reference.com/boxscores/201912070HOU.html,
07-12-2019 22:00,Memphis Grizzlies,112,Utah Jazz,126,https://www.basketball-reference.com/boxscores/201912070UTA.html,
08-12-2019 15:00,Denver Nuggets,102,Brooklyn Nets,105,https://www.basketball-reference.com/boxscores/201912080BRK.html,
08-12-2019 17:00,Atlanta Hawks,122,Charlotte Hornets,107,https://www.basketball-reference.com/boxscores/201912080CHO.html,
08-12-2019 18:00,Chicago Bulls,105,Miami Heat,110,https://www.basketball-reference.com/boxscores/201912080MIA.html,OT
08-12-2019 18:00,Toronto Raptors,104,Philadelphia 76ers,110,https://www.basketball-reference.com/boxscores/201912080PHI.html,
08-12-2019 18:00,Los Angeles Clippers,135,Washington Wizards,119,https://www.basketball-reference.com/boxscores/201912080WAS.html,
08-12-2019 19:00,Sacramento Kings,110,Dallas Mavericks,106,https://www.basketball-reference.com/boxscores/201912080DAL.html,
08-12-2019 21:00,Oklahoma City Thunder,108,Portland Trail Blazers,96,https://www.basketball-reference.com/boxscores/201912080POR.html,
08-12-2019 21:30,Minnesota Timberwolves,125,Los Angeles Lakers,142,https://www.basketball-reference.com/boxscores/201912080LAL.html,
09-12-2019 19:00,Los Angeles Clippers,110,Indiana Pacers,99,https://www.basketball-reference.com/boxscores/201912090IND.html,
09-12-2019 19:30,Cleveland Cavaliers,88,Boston Celtics,110,https://www.basketball-reference.com/boxscores/201912090BOS.html,
09-12-2019 20:00,Toronto Raptors,93,Chicago Bulls,92,https://www.basketball-reference.com/boxscores/201912090CHI.html,
09-12-2019 20:00,Sacramento Kings,119,Houston Rockets,118,https://www.basketball-reference.com/boxscores/201912090HOU.html,
09-12-2019 20:00,Orlando Magic,101,Milwaukee Bucks,110,https://www.basketball-reference.com/boxscores/201912090MIL.html,
09-12-2019 20:00,Detroit Pistons,105,New Orleans Pelicans,103,https://www.basketball-reference.com/boxscores/201912090NOP.html,
09-12-2019 21:00,Minnesota Timberwolves,109,Phoenix Suns,125,https://www.basketball-reference.com/boxscores/201912090PHO.html,
09-12-2019 21:00,Oklahoma City Thunder,104,Utah Jazz,90,https://www.basketball-reference.com/boxscores/201912090UTA.html,
09-12-2019 22:30,Memphis Grizzlies,110,Golden State Warriors,102,https://www.basketball-reference.com/boxscores/201912090GSW.html,
10-12-2019 19:00,Washington Wizards,107,Charlotte Hornets,114,https://www.basketball-reference.com/boxscores/201912100CHO.html,
10-12-2019 20:00,Atlanta Hawks,121,Miami Heat,135,https://www.basketball-reference.com/boxscores/201912100MIA.html,OT
10-12-2019 20:00,Denver Nuggets,92,Philadelphia 76ers,97,https://www.basketball-reference.com/boxscores/201912100PHI.html,
10-12-2019 22:00,New York Knicks,87,Portland Trail Blazers,115,https://www.basketball-reference.com/boxscores/201912100POR.html,
11-12-2019 19:00,Houston Rockets,116,Cleveland Cavaliers,110,https://www.basketball-reference.com/boxscores/201912110CLE.html,
11-12-2019 19:00,Boston Celtics,117,Indiana Pacers,122,https://www.basketball-reference.com/boxscores/201912110IND.html,
11-12-2019 19:00,Los Angeles Lakers,96,Orlando Magic,87,https://www.basketball-reference.com/boxscores/201912110ORL.html,
11-12-2019 19:00,Los Angeles Clippers,112,Toronto Raptors,92,https://www.basketball-reference.com/boxscores/201912110TOR.html,
11-12-2019 19:30,Charlotte Hornets,113,Brooklyn Nets,108,https://www.basketball-reference.com/boxscores/201912110BRK.html,
11-12-2019 20:00,Atlanta Hawks,102,Chicago Bulls,136,https://www.basketball-reference.com/boxscores/201912110CHI.html,
11-12-2019 20:00,Utah Jazz,127,Minnesota Timberwolves,116,https://www.basketball-reference.com/boxscores/201912110MIN.html,
11-12-2019 21:00,Memphis Grizzlies,115,Phoenix Suns,108,https://www.basketball-reference.com/boxscores/201912110PHO.html,
11-12-2019 21:30,New Orleans Pelicans,112,Milwaukee Bucks,127,https://www.basketball-reference.com/boxscores/201912110MIL.html,
11-12-2019 22:00,Oklahoma City Thunder,93,Sacramento Kings,94,https://www.basketball-reference.com/boxscores/201912110SAC.html,
11-12-2019 22:30,New York Knicks,124,Golden State Warriors,122,https://www.basketball-reference.com/boxscores/201912110GSW.html,OT
12-12-2019 20:00,Philadelphia 76ers,115,Boston Celtics,109,https://www.basketball-reference.com/boxscores/201912120BOS.html,
12-12-2019 20:30,Cleveland Cavaliers,118,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/201912120SAS.html,OT
12-12-2019 21:00,Dallas Mavericks,122,Detroit Pistons,111,https://www.basketball-reference.com/boxscores/201912120DET.html,
12-12-2019 22:30,Portland Trail Blazers,99,Denver Nuggets,114,https://www.basketball-reference.com/boxscores/201912120DEN.html,
13-12-2019 19:00,Los Angeles Lakers,113,Miami Heat,110,https://www.basketball-reference.com/boxscores/201912130MIA.html,
13-12-2019 19:00,Houston Rockets,130,Orlando Magic,107,https://www.basketball-reference.com/boxscores/201912130ORL.html,
13-12-2019 19:00,New Orleans Pelicans,109,Philadelphia 76ers,116,https://www.basketball-reference.com/boxscores/201912130PHI.html,
13-12-2019 19:30,Indiana Pacers,110,Atlanta Hawks,100,https://www.basketball-reference.com/boxscores/201912130ATL.html,
13-12-2019 20:00,Charlotte Hornets,83,Chicago Bulls,73,https://www.basketball-reference.com/boxscores/201912130CHI.html,
13-12-2019 20:00,Milwaukee Bucks,127,Memphis Grizzlies,114,https://www.basketball-reference.com/boxscores/201912130MEM.html,
13-12-2019 21:00,Golden State Warriors,106,Utah Jazz,114,https://www.basketball-reference.com/boxscores/201912130UTA.html,
13-12-2019 21:30,Los Angeles Clippers,124,Minnesota Timberwolves,117,https://www.basketball-reference.com/boxscores/201912130MIN.html,
13-12-2019 22:00,New York Knicks,103,Sacramento Kings,101,https://www.basketball-reference.com/boxscores/201912130SAC.html,
14-12-2019 17:00,San Antonio Spurs,121,Phoenix Suns,119,https://www.basketball-reference.com/boxscores/201912140PHO.html,OT
14-12-2019 19:30,Brooklyn Nets,102,Toronto Raptors,110,https://www.basketball-reference.com/boxscores/201912140TOR.html,
14-12-2019 20:00,Los Angeles Clippers,106,Chicago Bulls,109,https://www.basketball-reference.com/boxscores/201912140CHI.html,
14-12-2019 20:00,Washington Wizards,111,Memphis Grizzlies,128,https://www.basketball-reference.com/boxscores/201912140MEM.html,
14-12-2019 20:30,Miami Heat,122,Dallas Mavericks,118,https://www.basketball-reference.com/boxscores/201912140DAL.html,OT
14-12-2019 20:30,Cleveland Cavaliers,108,Milwaukee Bucks,125,https://www.basketball-reference.com/boxscores/201912140MIL.html,
14-12-2019 21:00,Oklahoma City Thunder,102,Denver Nuggets,110,https://www.basketball-reference.com/boxscores/201912140DEN.html,
14-12-2019 21:00,Detroit Pistons,115,Houston Rockets,107,https://www.basketball-reference.com/boxscores/201912140HOU.html,
15-12-2019 15:30,Orlando Magic,130,New Orleans Pelicans,119,https://www.basketball-reference.com/boxscores/201912150NOP.html,
15-12-2019 17:00,Charlotte Hornets,85,Indiana Pacers,107,https://www.basketball-reference.com/boxscores/201912150IND.html,
15-12-2019 18:00,Los Angeles Lakers,101,Atlanta Hawks,96,https://www.basketball-reference.com/boxscores/201912150ATL.html,
15-12-2019 18:00,Philadelphia 76ers,89,Brooklyn Nets,109,https://www.basketball-reference.com/boxscores/201912150BRK.html,
15-12-2019 20:00,New York Knicks,105,Denver Nuggets,111,https://www.basketball-reference.com/boxscores/201912150DEN.html,
15-12-2019 20:30,Sacramento Kings,100,Golden State Warriors,79,https://www.basketball-reference.com/boxscores/201912150GSW.html,
16-12-2019 19:00,Washington Wizards,133,Detroit Pistons,119,https://www.basketball-reference.com/boxscores/201912160DET.html,
16-12-2019 19:30,Cleveland Cavaliers,113,Toronto Raptors,133,https://www.basketball-reference.com/boxscores/201912160TOR.html,
16-12-2019 20:00,San Antonio Spurs,107,Houston Rockets,109,https://www.basketball-reference.com/boxscores/201912160HOU.html,
16-12-2019 20:00,Miami Heat,111,Memphis Grizzlies,118,https://www.basketball-reference.com/boxscores/201912160MEM.html,
16-12-2019 20:00,Dallas Mavericks,120,Milwaukee Bucks,116,https://www.basketball-reference.com/boxscores/201912160MIL.html,
16-12-2019 20:00,Chicago Bulls,106,Oklahoma City Thunder,109,https://www.basketball-reference.com/boxscores/201912160OKC.html,
16-12-2019 21:00,Portland Trail Blazers,111,Phoenix Suns,110,https://www.basketball-reference.com/boxscores/201912160PHO.html,
17-12-2019 19:00,Sacramento Kings,102,Charlotte Hornets,110,https://www.basketball-reference.com/boxscores/201912170CHO.html,
17-12-2019 19:00,Los Angeles Lakers,102,Indiana Pacers,105,https://www.basketball-reference.com/boxscores/201912170IND.html,
17-12-2019 19:30,Atlanta Hawks,120,New York Knicks,143,https://www.basketball-reference.com/boxscores/201912170NYK.html,
17-12-2019 20:00,Brooklyn Nets,108,New Orleans Pelicans,101,https://www.basketball-reference.com/boxscores/201912170NOP.html,OT
17-12-2019 21:00,Orlando Magic,102,Utah Jazz,109,https://www.basketball-reference.com/boxscores/201912170UTA.html,
17-12-2019 22:30,Phoenix Suns,99,Los Angeles Clippers,120,https://www.basketball-reference.com/boxscores/201912170LAC.html,
18-12-2019 19:00,Charlotte Hornets,98,Cleveland Cavaliers,100,https://www.basketball-reference.com/boxscores/201912180CLE.html,
18-12-2019 19:00,Toronto Raptors,112,Detroit Pistons,99,https://www.basketball-reference.com/boxscores/201912180DET.html,
18-12-2019 19:00,Miami Heat,108,Philadelphia 76ers,104,https://www.basketball-reference.com/boxscores/201912180PHI.html,
18-12-2019 19:00,Chicago Bulls,110,Washington Wizards,109,https://www.basketball-reference.com/boxscores/201912180WAS.html,OT
18-12-2019 20:00,New Orleans Pelicans,107,Minnesota Timberwolves,99,https://www.basketball-reference.com/boxscores/201912180MIN.html,
18-12-2019 20:00,Memphis Grizzlies,122,Oklahoma City Thunder,126,https://www.basketball-reference.com/boxscores/201912180OKC.html,
18-12-2019 21:00,Orlando Magic,104,Denver Nuggets,113,https://www.basketball-reference.com/boxscores/201912180DEN.html,
18-12-2019 21:30,Boston Celtics,109,Dallas Mavericks,103,https://www.basketball-reference.com/boxscores/201912180DAL.html,
18-12-2019 22:00,Golden State Warriors,112,Portland Trail Blazers,122,https://www.basketball-reference.com/boxscores/201912180POR.html,
19-12-2019 19:30,Utah Jazz,111,Atlanta Hawks,106,https://www.basketball-reference.com/boxscores/201912190ATL.html,
19-12-2019 20:00,Los Angeles Lakers,104,Milwaukee Bucks,111,https://www.basketball-reference.com/boxscores/201912190MIL.html,
19-12-2019 20:30,Brooklyn Nets,105,San Antonio Spurs,118,https://www.basketball-reference.com/boxscores/201912190SAS.html,
19-12-2019 22:30,Houston Rockets,122,Los Angeles Clippers,117,https://www.basketball-reference.com/boxscores/201912190LAC.html,
20-12-2019 19:00,Memphis Grizzlies,107,Cleveland Cavaliers,114,https://www.basketball-reference.com/boxscores/201912200CLE.html,
20-12-2019 19:00,Sacramento Kings,105,Indiana Pacers,119,https://www.basketball-reference.com/boxscores/201912200IND.html,
20-12-2019 19:30,Detroit Pistons,93,Boston Celtics,114,https://www.basketball-reference.com/boxscores/201912200BOS.html,
20-12-2019 19:30,Washington Wizards,118,Toronto Raptors,122,https://www.basketball-reference.com/boxscores/201912200TOR.html,
20-12-2019 20:00,New York Knicks,114,Miami Heat,129,https://www.basketball-reference.com/boxscores/201912200MIA.html,
20-12-2019 20:00,Phoenix Suns,108,Oklahoma City Thunder,126,https://www.basketball-reference.com/boxscores/201912200OKC.html,
20-12-2019 20:00,Dallas Mavericks,117,Philadelphia 76ers,98,https://www.basketball-reference.com/boxscores/201912200PHI.html,
20-12-2019 21:00,Minnesota Timberwolves,100,Denver Nuggets,109,https://www.basketball-reference.com/boxscores/201912200DEN.html,
20-12-2019 22:00,Orlando Magic,103,Portland Trail Blazers,118,https://www.basketball-reference.com/boxscores/201912200POR.html,
20-12-2019 22:30,New Orleans Pelicans,102,Golden State Warriors,106,https://www.basketball-reference.com/boxscores/201912200GSW.html,
21-12-2019 17:00,Utah Jazz,114,Charlotte Hornets,107,https://www.basketball-reference.com/boxscores/201912210CHO.html,
21-12-2019 18:00,Atlanta Hawks,112,Brooklyn Nets,122,https://www.basketball-reference.com/boxscores/201912210BRK.html,
21-12-2019 19:00,Chicago Bulls,119,Detroit Pistons,107,https://www.basketball-reference.com/boxscores/201912210DET.html,
21-12-2019 19:00,Washington Wizards,108,Philadelphia 76ers,125,https://www.basketball-reference.com/boxscores/201912210PHI.html,
21-12-2019 19:30,Milwaukee Bucks,123,New York Knicks,102,https://www.basketball-reference.com/boxscores/201912210NYK.html,
21-12-2019 20:00,Sacramento Kings,115,Memphis Grizzlies,119,https://www.basketball-reference.com/boxscores/201912210MEM.html,
21-12-2019 20:30,Los Angeles Clippers,134,San Antonio Spurs,109,https://www.basketball-reference.com/boxscores/201912210SAS.html,
21-12-2019 21:00,Houston Rockets,139,Phoenix Suns,125,https://www.basketball-reference.com/boxscores/201912210PHO.html,
21-12-2019 22:00,Minnesota Timberwolves,106,Portland Trail Blazers,113,https://www.basketball-reference.com/boxscores/201912210POR.html,
22-12-2019 15:30,Dallas Mavericks,107,Toronto Raptors,110,https://www.basketball-reference.com/boxscores/201912220TOR.html,
22-12-2019 18:00,Charlotte Hornets,93,Boston Celtics,119,https://www.basketball-reference.com/boxscores/201912220BOS.html,
22-12-2019 19:00,Indiana Pacers,89,Milwaukee Bucks,117,https://www.basketball-reference.com/boxscores/201912220MIL.html,
22-12-2019 19:00,Los Angeles Clippers,112,Oklahoma City Thunder,118,https://www.basketball-reference.com/boxscores/201912220OKC.html,
22-12-2019 21:30,Denver Nuggets,128,Los Angeles Lakers,104,https://www.basketball-reference.com/boxscores/201912220LAL.html,
23-12-2019 19:00,Atlanta Hawks,118,Cleveland Cavaliers,121,https://www.basketball-reference.com/boxscores/201912230CLE.html,
23-12-2019 19:00,Philadelphia 76ers,125,Detroit Pistons,109,https://www.basketball-reference.com/boxscores/201912230DET.html,
