Game Date,Visitor,Visitor Score,Home,Home Score,Game URL,OT
23-12-2019 19:00,Toronto Raptors,115,Indiana Pacers,120,https://www.basketball-reference.com/boxscores/201912230IND.html,OT
23-12-2019 19:00,Washington Wizards,121,New York Knicks,115,https://www.basketball-reference.com/boxscores/201912230NYK.html,
23-12-2019 19:00,Chicago Bulls,95,Orlando Magic,103,https://www.basketball-reference.com/boxscores/201912230ORL.html,
23-12-2019 19:30,Utah Jazz,104,Miami Heat,107,https://www.basketball-reference.com/boxscores/201912230MIA.html,
23-12-2019 20:00,San Antonio Spurs,145,Memphis Grizzlies,115,https://www.basketball-reference.com/boxscores/201912230MEM.html,
23-12-2019 21:00,Denver Nuggets,113,Phoenix Suns,111,https://www.basketball-reference.com/boxscores/201912230PHO.html,
23-12-2019 22:00,New Orleans Pelicans,102,Portland Trail Blazers,94,https://www.basketball-reference.com/boxscores/201912230POR.html,
23-12-2019 22:00,Houston Rockets,113,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/201912230SAC.html,
23-12-2019 22:30,Minnesota Timberwolves,104,Golden State Warriors,113,https://www.basketball-reference.com/boxscores/201912230GSW.html,
25-12-2019 12:00,Boston Celtics,118,Toronto Raptors,102,https://www.basketball-reference.com/boxscores/201912250TOR.html,
25-12-2019 14:30,Milwaukee Bucks,109,Philadelphia 76ers,121,https://www.basketball-reference.com/boxscores/201912250PHI.html,
25-12-2019 17:00,Houston Rockets,104,Golden State Warriors,116,https://www.basketball-reference.com/boxscores/201912250GSW.html,
25-12-2019 20:00,Los Angeles Clippers,111,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/201912250LAL.html,
25-12-2019 22:30,New Orleans Pelicans,112,Denver Nuggets,100,https://www.basketball-reference.com/boxscores/201912250DEN.html,
26-12-2019 19:00,Washington Wizards,102,Detroit Pistons,132,https://www.basketball-reference.com/boxscores/201912260DET.html,
26-12-2019 19:30,New York Knicks,94,Brooklyn Nets,82,https://www.basketball-reference.com/boxscores/201912260BRK.html,
26-12-2019 20:00,San Antonio Spurs,98,Dallas Mavericks,102,https://www.basketball-reference.com/boxscores/201912260DAL.html,
26-12-2019 20:00,Memphis Grizzlies,110,Oklahoma City Thunder,97,https://www.basketball-reference.com/boxscores/201912260OKC.html,
26-12-2019 22:00,Minnesota Timberwolves,105,Sacramento Kings,104,https://www.basketball-reference.com/boxscores/201912260SAC.html,2OT
26-12-2019 22:30,Portland Trail Blazers,115,Utah Jazz,121,https://www.basketball-reference.com/boxscores/201912260UTA.html,
27-12-2019 16:00,Cleveland Cavaliers,117,Boston Celtics,129,https://www.basketball-reference.com/boxscores/201912270BOS.html,
27-12-2019 19:00,Oklahoma City Thunder,104,Charlotte Hornets,102,https://www.basketball-reference.com/boxscores/201912270CHO.html,OT
27-12-2019 19:00,Philadelphia 76ers,97,Orlando Magic,98,https://www.basketball-reference.com/boxscores/201912270ORL.html,
27-12-2019 19:30,Milwaukee Bucks,112,Atlanta Hawks,86,https://www.basketball-reference.com/boxscores/201912270ATL.html,
27-12-2019 20:00,Indiana Pacers,112,Miami Heat,113,https://www.basketball-reference.com/boxscores/201912270MIA.html,
27-12-2019 22:30,Phoenix Suns,96,Golden State Warriors,105,https://www.basketball-reference.com/boxscores/201912270GSW.html,
28-12-2019 17:00,Memphis Grizzlies,110,Denver Nuggets,119,https://www.basketball-reference.com/boxscores/201912280DEN.html,
28-12-2019 19:00,Toronto Raptors,113,Boston Celtics,97,https://www.basketball-reference.com/boxscores/201912280BOS.html,
28-12-2019 19:00,Indiana Pacers,98,New Orleans Pelicans,120,https://www.basketball-reference.com/boxscores/201912280NOP.html,
28-12-2019 20:00,Atlanta Hawks,81,Chicago Bulls,116,https://www.basketball-reference.com/boxscores/201912280CHI.html,
28-12-2019 20:00,Brooklyn Nets,98,Houston Rockets,108,https://www.basketball-reference.com/boxscores/201912280HOU.html,
28-12-2019 20:00,Philadelphia 76ers,116,Miami Heat,117,https://www.basketball-reference.com/boxscores/201912280MIA.html,OT
28-12-2019 20:00,Cleveland Cavaliers,94,Minnesota Timberwolves,88,https://www.basketball-reference.com/boxscores/201912280MIN.html,
28-12-2019 20:00,New York Knicks,107,Washington Wizards,100,https://www.basketball-reference.com/boxscores/201912280WAS.html,
28-12-2019 20:30,Dallas Mavericks,141,Golden State Warriors,121,https://www.basketball-reference.com/boxscores/201912280GSW.html,
28-12-2019 20:30,Orlando Magic,100,Milwaukee Bucks,111,https://www.basketball-reference.com/boxscores/201912280MIL.html,
28-12-2019 20:30,Detroit Pistons,109,San Antonio Spurs,136,https://www.basketball-reference.com/boxscores/201912280SAS.html,
28-12-2019 21:00,Phoenix Suns,112,Sacramento Kings,110,https://www.basketball-reference.com/boxscores/201912280SAC.html,
28-12-2019 22:00,Los Angeles Lakers,128,Portland Trail Blazers,120,https://www.basketball-reference.com/boxscores/201912280POR.html,
28-12-2019 22:30,Utah Jazz,120,Los Angeles Clippers,107,https://www.basketball-reference.com/boxscores/201912280LAC.html,
29-12-2019 18:00,Oklahoma City Thunder,98,Toronto Raptors,97,https://www.basketball-reference.com/boxscores/201912290TOR.html,
29-12-2019 20:00,Sacramento Kings,115,Denver Nuggets,120,https://www.basketball-reference.com/boxscores/201912290DEN.html,
29-12-2019 20:00,Charlotte Hornets,104,Memphis Grizzlies,117,https://www.basketball-reference.com/boxscores/201912290MEM.html,
29-12-2019 20:00,Houston Rockets,112,New Orleans Pelicans,127,https://www.basketball-reference.com/boxscores/201912290NOP.html,
29-12-2019 21:30,Dallas Mavericks,95,Los Angeles Lakers,108,https://www.basketball-reference.com/boxscores/201912290LAL.html,
30-12-2019 19:00,Atlanta Hawks,101,Orlando Magic,93,https://www.basketball-reference.com/boxscores/201912300ORL.html,
30-12-2019 19:00,Miami Heat,105,Washington Wizards,123,https://www.basketball-reference.com/boxscores/201912300WAS.html,
30-12-2019 20:00,Milwaukee Bucks,123,Chicago Bulls,102,https://www.basketball-reference.com/boxscores/201912300CHI.html,
30-12-2019 20:00,Brooklyn Nets,115,Minnesota Timberwolves,122,https://www.basketball-reference.com/boxscores/201912300MIN.html,OT
30-12-2019 21:00,Detroit Pistons,81,Utah Jazz,104,https://www.basketball-reference.com/boxscores/201912300UTA.html,
30-12-2019 22:00,Phoenix Suns,122,Portland Trail Blazers,116,https://www.basketball-reference.com/boxscores/201912300POR.html,
31-12-2019 15:00,Boston Celtics,109,Charlotte Hornets,92,https://www.basketball-reference.com/boxscores/201912310CHO.html,
31-12-2019 15:00,Philadelphia 76ers,97,Indiana Pacers,115,https://www.basketball-reference.com/boxscores/201912310IND.html,
31-12-2019 17:00,Los Angeles Clippers,105,Sacramento Kings,87,https://www.basketball-reference.com/boxscores/201912310SAC.html,
31-12-2019 19:00,Denver Nuggets,104,Houston Rockets,130,https://www.basketball-reference.com/boxscores/201912310HOU.html,
31-12-2019 19:00,Golden State Warriors,113,San Antonio Spurs,117,https://www.basketball-reference.com/boxscores/201912310SAS.html,OT
31-12-2019 19:00,Cleveland Cavaliers,97,Toronto Raptors,117,https://www.basketball-reference.com/boxscores/201912310TOR.html,
31-12-2019 20:00,Dallas Mavericks,101,Oklahoma City Thunder,106,https://www.basketball-reference.com/boxscores/201912310OKC.html,
01-01-2020 18:00,Orlando Magic,122,Washington Wizards,101,https://www.basketball-reference.com/boxscores/202001010WAS.html,
01-01-2020 19:30,Portland Trail Blazers,93,New York Knicks,117,https://www.basketball-reference.com/boxscores/202001010NYK.html,
01-01-2020 20:00,Minnesota Timberwolves,104,Milwaukee Bucks,106,https://www.basketball-reference.com/boxscores/202001010MIL.html,
01-01-2020 22:30,Phoenix Suns,107,Los Angeles Lakers,117,https://www.basketball-reference.com/boxscores/202001010LAL.html,
02-01-2020 19:00,Charlotte Hornets,109,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/202001020CLE.html,
02-01-2020 19:00,Denver Nuggets,124,Indiana Pacers,116,https://www.basketball-reference.com/boxscores/202001020IND.html,
02-01-2020 19:30,Toronto Raptors,76,Miami Heat,84,https://www.basketball-reference.com/boxscores/202001020MIA.html,
02-01-2020 20:00,Utah Jazz,102,Chicago Bulls,98,https://www.basketball-reference.com/boxscores/202001020CHI.html,
02-01-2020 20:00,Golden State Warriors,84,Minnesota Timberwolves,99,https://www.basketball-reference.com/boxscores/202001020MIN.html,
02-01-2020 20:30,Brooklyn Nets,111,Dallas Mavericks,123,https://www.basketball-reference.com/boxscores/202001020DAL.html,
02-01-2020 20:30,Oklahoma City Thunder,109,San Antonio Spurs,103,https://www.basketball-reference.com/boxscores/202001020SAS.html,
02-01-2020 22:00,Memphis Grizzlies,123,Sacramento Kings,128,https://www.basketball-reference.com/boxscores/202001020SAC.html,
02-01-2020 22:30,Detroit Pistons,112,Los Angeles Clippers,126,https://www.basketball-reference.com/boxscores/202001020LAC.html,
03-01-2020 19:00,Atlanta Hawks,106,Boston Celtics,109,https://www.basketball-reference.com/boxscores/202001030BOS.html,
03-01-2020 19:00,Miami Heat,85,Orlando Magic,105,https://www.basketball-reference.com/boxscores/202001030ORL.html,
03-01-2020 19:00,Portland Trail Blazers,122,Washington Wizards,103,https://www.basketball-reference.com/boxscores/202001030WAS.html,
03-01-2020 20:00,Philadelphia 76ers,108,Houston Rockets,118,https://www.basketball-reference.com/boxscores/202001030HOU.html,
03-01-2020 21:00,New York Knicks,112,Phoenix Suns,120,https://www.basketball-reference.com/boxscores/202001030PHO.html,
03-01-2020 22:30,New Orleans Pelicans,113,Los Angeles Lakers,123,https://www.basketball-reference.com/boxscores/202001030LAL.html,
04-01-2020 15:30,Memphis Grizzlies,140,Los Angeles Clippers,114,https://www.basketball-reference.com/boxscores/202001040LAC.html,
04-01-2020 18:00,Toronto Raptors,121,Brooklyn Nets,102,https://www.basketball-reference.com/boxscores/202001040BRK.html,
04-01-2020 19:00,Utah Jazz,109,Orlando Magic,96,https://www.basketball-reference.com/boxscores/202001040ORL.html,
04-01-2020 19:30,Indiana Pacers,111,Atlanta Hawks,116,https://www.basketball-reference.com/boxscores/202001040ATL.html,
04-01-2020 19:30,Oklahoma City Thunder,121,Cleveland Cavaliers,106,https://www.basketball-reference.com/boxscores/202001040CLE.html,
04-01-2020 20:00,Boston Celtics,111,Chicago Bulls,104,https://www.basketball-reference.com/boxscores/202001040CHI.html,
04-01-2020 20:00,Denver Nuggets,114,Washington Wizards,128,https://www.basketball-reference.com/boxscores/202001040WAS.html,
04-01-2020 20:30,Charlotte Hornets,123,Dallas Mavericks,120,https://www.basketball-reference.com/boxscores/202001040DAL.html,OT
04-01-2020 20:30,Detroit Pistons,111,Golden State Warriors,104,https://www.basketball-reference.com/boxscores/202001040GSW.html,
04-01-2020 20:30,San Antonio Spurs,118,Milwaukee Bucks,127,https://www.basketball-reference.com/boxscores/202001040MIL.html,
04-01-2020 22:00,New Orleans Pelicans,117,Sacramento Kings,115,https://www.basketball-reference.com/boxscores/202001040SAC.html,
05-01-2020 15:30,New York Knicks,132,Los Angeles Clippers,135,https://www.basketball-reference.com/boxscores/202001050LAC.html,
05-01-2020 18:00,Portland Trail Blazers,111,Miami Heat,122,https://www.basketball-reference.com/boxscores/202001050MIA.html,
05-01-2020 19:30,Minnesota Timberwolves,118,Cleveland Cavaliers,103,https://www.basketball-reference.com/boxscores/202001050CLE.html,
05-01-2020 20:00,Memphis Grizzlies,121,Phoenix Suns,114,https://www.basketball-reference.com/boxscores/202001050PHO.html,
05-01-2020 22:00,Detroit Pistons,99,Los Angeles Lakers,106,https://www.basketball-reference.com/boxscores/202001050LAL.html,
06-01-2020 19:00,Indiana Pacers,115,Charlotte Hornets,104,https://www.basketball-reference.com/boxscores/202001060CHO.html,
06-01-2020 19:00,Brooklyn Nets,89,Orlando Magic,101,https://www.basketball-reference.com/boxscores/202001060ORL.html,
06-01-2020 19:00,Oklahoma City Thunder,113,Philadelphia 76ers,120,https://www.basketball-reference.com/boxscores/202001060PHI.html,
06-01-2020 19:00,Boston Celtics,94,Washington Wizards,99,https://www.basketball-reference.com/boxscores/202001060WAS.html,
06-01-2020 19:30,Denver Nuggets,123,Atlanta Hawks,115,https://www.basketball-reference.com/boxscores/202001060ATL.html,
06-01-2020 20:00,Utah Jazz,128,New Orleans Pelicans,126,https://www.basketball-reference.com/boxscores/202001060NOP.html,
06-01-2020 20:30,Chicago Bulls,110,Dallas Mavericks,118,https://www.basketball-reference.com/boxscores/202001060DAL.html,
06-01-2020 20:30,Milwaukee Bucks,104,San Antonio Spurs,126,https://www.basketball-reference.com/boxscores/202001060SAS.html,
06-01-2020 22:00,Golden State Warriors,98,Sacramento Kings,111,https://www.basketball-reference.com/boxscores/202001060SAC.html,
07-01-2020 19:00,Detroit Pistons,115,Cleveland Cavaliers,113,https://www.basketball-reference.com/boxscores/202001070CLE.html,
07-01-2020 19:00,Portland Trail Blazers,101,Toronto Raptors,99,https://www.basketball-reference.com/boxscores/202001070TOR.html,
07-01-2020 19:30,Oklahoma City Thunder,111,Brooklyn Nets,103,https://www.basketball-reference.com/boxscores/202001070BRK.html,OT
07-01-2020 20:00,Minnesota Timberwolves,112,Memphis Grizzlies,119,https://www.basketball-reference.com/boxscores/202001070MEM.html,
07-01-2020 21:00,Sacramento Kings,114,Phoenix Suns,103,https://www.basketball-reference.com/boxscores/202001070PHO.html,
07-01-2020 22:30,New York Knicks,87,Los Angeles Lakers,117,https://www.basketball-reference.com/boxscores/202001070LAL.html,
08-01-2020 19:00,San Antonio Spurs,129,Boston Celtics,114,https://www.basketball-reference.com/boxscores/202001080BOS.html,
08-01-2020 19:00,Toronto Raptors,112,Charlotte Hornets,110,https://www.basketball-reference.com/boxscores/202001080CHO.html,OT
08-01-2020 19:00,Miami Heat,122,Indiana Pacers,108,https://www.basketball-reference.com/boxscores/202001080IND.html,
08-01-2020 19:00,Washington Wizards,89,Orlando Magic,123,https://www.basketball-reference.com/boxscores/202001080ORL.html,
08-01-2020 19:30,Houston Rockets,122,Atlanta Hawks,115,https://www.basketball-reference.com/boxscores/202001080ATL.html,
08-01-2020 19:30,Denver Nuggets,107,Dallas Mavericks,106,https://www.basketball-reference.com/boxscores/202001080DAL.html,
08-01-2020 20:00,Chicago Bulls,108,New Orleans Pelicans,123,https://www.basketball-reference.com/boxscores/202001080NOP.html,
08-01-2020 21:00,New York Knicks,104,Utah Jazz,128,https://www.basketball-reference.com/boxscores/202001080UTA.html,
08-01-2020 22:00,Milwaukee Bucks,107,Golden State Warriors,98,https://www.basketball-reference.com/boxscores/202001080GSW.html,
09-01-2020 19:00,Cleveland Cavaliers,115,Detroit Pistons,112,https://www.basketball-reference.com/boxscores/202001090DET.html,OT
09-01-2020 19:00,Boston Celtics,98,Philadelphia 76ers,109,https://www.basketball-reference.com/boxscores/202001090PHI.html,
09-01-2020 20:00,Portland Trail Blazers,102,Minnesota Timberwolves,116,https://www.basketball-reference.com/boxscores/202001090MIN.html,
09-01-2020 21:30,Houston Rockets,92,Oklahoma City Thunder,113,https://www.basketball-reference.com/boxscores/202001090OKC.html,
10-01-2020 19:00,Atlanta Hawks,101,Washington Wizards,111,https://www.basketball-reference.com/boxscores/202001100WAS.html,
10-01-2020 19:15,New Orleans Pelicans,123,New York Knicks,111,https://www.basketball-reference.com/boxscores/202001100NYK.html,
10-01-2020 19:30,Miami Heat,113,Brooklyn Nets,117,https://www.basketball-reference.com/boxscores/202001100BRK.html,
10-01-2020 20:00,Indiana Pacers,116,Chicago Bulls,105,https://www.basketball-reference.com/boxscores/202001100CHI.html,
10-01-2020 20:00,San Antonio Spurs,121,Memphis Grizzlies,134,https://www.basketball-reference.com/boxscores/202001100MEM.html,
10-01-2020 21:00,Orlando Magic,94,Phoenix Suns,98,https://www.basketball-reference.com/boxscores/202001100PHO.html,
10-01-2020 21:00,Charlotte Hornets,92,Utah Jazz,109,https://www.basketball-reference.com/boxscores/202001100UTA.html,
10-01-2020 21:45,Los Angeles Lakers,129,Dallas Mavericks,114,https://www.basketball-reference.com/boxscores/202001100DAL.html,
10-01-2020 22:00,Milwaukee Bucks,127,Sacramento Kings,106,https://www.basketball-reference.com/boxscores/202001100SAC.html,
10-01-2020 22:30,Golden State Warriors,100,Los Angeles Clippers,109,https://www.basketball-reference.com/boxscores/202001100LAC.html,
11-01-2020 17:00,Minnesota Timberwolves,109,Houston Rockets,139,https://www.basketball-reference.com/boxscores/202001110HOU.html,
11-01-2020 19:00,New Orleans Pelicans,105,Boston Celtics,140,https://www.basketball-reference.com/boxscores/202001110BOS.html,
11-01-2020 19:00,Chicago Bulls,108,Detroit Pistons,99,https://www.basketball-reference.com/boxscores/202001110DET.html,
11-01-2020 20:00,Los Angeles Lakers,125,Oklahoma City Thunder,110,https://www.basketball-reference.com/boxscores/202001110OKC.html,
11-01-2020 20:30,Philadelphia 76ers,91,Dallas Mavericks,109,https://www.basketball-reference.com/boxscores/202001110DAL.html,
11-01-2020 21:00,Cleveland Cavaliers,111,Denver Nuggets,103,https://www.basketball-reference.com/boxscores/202001110DEN.html,
11-01-2020 22:00,Milwaukee Bucks,122,Portland Trail Blazers,101,https://www.basketball-reference.com/boxscores/202001110POR.html,
12-01-2020 15:30,Miami Heat,121,New York Knicks,124,https://www.basketball-reference.com/boxscores/202001120NYK.html,
12-01-2020 15:30,Utah Jazz,127,Washington Wizards,116,https://www.basketball-reference.com/boxscores/202001120WAS.html,
12-01-2020 18:00,Atlanta Hawks,86,Brooklyn Nets,108,https://www.basketball-reference.com/boxscores/202001120BRK.html,
12-01-2020 18:00,Golden State Warriors,102,Memphis Grizzlies,122,https://www.basketball-reference.com/boxscores/202001120MEM.html,
12-01-2020 18:00,San Antonio Spurs,105,Toronto Raptors,104,https://www.basketball-reference.com/boxscores/202001120TOR.html,
12-01-2020 20:00,Los Angeles Clippers,104,Denver Nuggets,114,https://www.basketball-reference.com/boxscores/202001120DEN.html,
12-01-2020 20:00,Charlotte Hornets,92,Phoenix Suns,100,https://www.basketball-reference.com/boxscores/202001120PHO.html,
13-01-2020 19:00,New Orleans Pelicans,117,Detroit Pistons,110,https://www.basketball-reference.com/boxscores/202001130DET.html,OT
13-01-2020 19:00,Philadelphia 76ers,95,Indiana Pacers,101,https://www.basketball-reference.com/boxscores/202001130IND.html,
13-01-2020 19:30,Chicago Bulls,101,Boston Celtics,113,https://www.basketball-reference.com/boxscores/202001130BOS.html,
13-01-2020 20:00,Oklahoma City Thunder,117,Minnesota Timberwolves,104,https://www.basketball-reference.com/boxscores/202001130MIN.html,
13-01-2020 22:00,Charlotte Hornets,112,Portland Trail Blazers,115,https://www.basketball-reference.com/boxscores/202001130POR.html,
13-01-2020 22:00,Orlando Magic,114,Sacramento Kings,112,https://www.basketball-reference.com/boxscores/202001130SAC.html,
13-01-2020 22:30,Cleveland Cavaliers,99,Los Angeles Lakers,128,https://www.basketball-reference.com/boxscores/202001130LAL.html,
14-01-2020 19:30,Phoenix Suns,110,Atlanta Hawks,123,https://www.basketball-reference.com/boxscores/202001140ATL.html,
14-01-2020 19:30,Utah Jazz,118,Brooklyn Nets,107,https://www.basketball-reference.com/boxscores/202001140BRK.html,
14-01-2020 20:00,Houston Rockets,110,Memphis Grizzlies,121,https://www.basketball-reference.com/boxscores/202001140MEM.html,
14-01-2020 20:00,New York Knicks,102,Milwaukee Bucks,128,https://www.basketball-reference.com/boxscores/202001140MIL.html,
14-01-2020 22:30,Dallas Mavericks,124,Golden State Warriors,97,https://www.basketball-reference.com/boxscores/202001140GSW.html,
14-01-2020 22:30,Cleveland Cavaliers,103,Los Angeles Clippers,128,https://www.basketball-reference.com/boxscores/202001140LAC.html,
15-01-2020 19:00,Detroit Pistons,116,Boston Celtics,103,https://www.basketball-reference.com/boxscores/202001150BOS.html,
15-01-2020 19:00,Brooklyn Nets,106,Philadelphia 76ers,117,https://www.basketball-reference.com/boxscores/202001150PHI.html,
15-01-2020 19:30,San Antonio Spurs,100,Miami Heat,106,https://www.basketball-reference.com/boxscores/202001150MIA.html,
15-01-2020 20:00,Washington Wizards,106,Chicago Bulls,115,https://www.basketball-reference.com/boxscores/202001150CHI.html,
15-01-2020 20:00,Indiana Pacers,104,Minnesota Timberwolves,99,https://www.basketball-reference.com/boxscores/202001150MIN.html,
15-01-2020 20:00,Toronto Raptors,130,Oklahoma City Thunder,121,https://www.basketball-reference.com/boxscores/202001150OKC.html,
15-01-2020 21:00,Charlotte Hornets,86,Denver Nuggets,100,https://www.basketball-reference.com/boxscores/202001150DEN.html,
15-01-2020 21:30,Portland Trail Blazers,117,Houston Rockets,107,https://www.basketball-reference.com/boxscores/202001150HOU.html,
15-01-2020 22:00,Dallas Mavericks,127,Sacramento Kings,123,https://www.basketball-reference.com/boxscores/202001150SAC.html,
15-01-2020 22:30,Orlando Magic,119,Los Angeles Lakers,118,https://www.basketball-reference.com/boxscores/202001150LAL.html,
16-01-2020 19:30,Phoenix Suns,121,New York Knicks,98,https://www.basketball-reference.com/boxscores/202001160NYK.html,
16-01-2020 20:00,Boston Celtics,123,Milwaukee Bucks,128,https://www.basketball-reference.com/boxscores/202001160MIL.html,
16-01-2020 20:00,Utah Jazz,132,New Orleans Pelicans,138,https://www.basketball-reference.com/boxscores/202001160NOP.html,OT
16-01-2020 22:30,Denver Nuggets,134,Golden State Warriors,131,https://www.basketball-reference.com/boxscores/202001160GSW.html,OT
16-01-2020 22:30,Orlando Magic,95,Los Angeles Clippers,122,https://www.basketball-reference.com/boxscores/202001160LAC.html,
17-01-2020 19:00,Minnesota Timberwolves,114,Indiana Pacers,116,https://www.basketball-reference.com/boxscores/202001170IND.html,
17-01-2020 19:00,Chicago Bulls,89,Philadelphia 76ers,100,https://www.basketball-reference.com/boxscores/202001170PHI.html,
17-01-2020 19:00,Washington Wizards,111,Toronto Raptors,140,https://www.basketball-reference.com/boxscores/202001170TOR.html,
17-01-2020 20:00,Cleveland Cavaliers,109,Memphis Grizzlies,113,https://www.basketball-reference.com/boxscores/202001170MEM.html,
17-01-2020 20:00,Miami Heat,115,Oklahoma City Thunder,108,https://www.basketball-reference.com/boxscores/202001170OKC.html,
17-01-2020 20:30,Atlanta Hawks,121,San Antonio Spurs,120,https://www.basketball-reference.com/boxscores/202001170SAS.html,
17-01-2020 21:30,Portland Trail Blazers,112,Dallas Mavericks,120,https://www.basketball-reference.com/boxscores/202001170DAL.html,
18-01-2020 15:30,Los Angeles Clippers,133,New Orleans Pelicans,130,https://www.basketball-reference.com/boxscores/202001180NOP.html,
18-01-2020 18:00,Milwaukee Bucks,117,Brooklyn Nets,97,https://www.basketball-reference.com/boxscores/202001180BRK.html,
18-01-2020 19:00,Phoenix Suns,123,Boston Celtics,119,https://www.basketball-reference.com/boxscores/202001180BOS.html,
18-01-2020 19:30,Detroit Pistons,136,Atlanta Hawks,103,https://www.basketball-reference.com/boxscores/202001180ATL.html,
18-01-2020 19:30,Philadelphia 76ers,90,New York Knicks,87,https://www.basketball-reference.com/boxscores/202001180NYK.html,
18-01-2020 20:00,Cleveland Cavaliers,116,Chicago Bulls,118,https://www.basketball-reference.com/boxscores/202001180CHI.html,
18-01-2020 20:00,Toronto Raptors,122,Minnesota Timberwolves,112,https://www.basketball-reference.com/boxscores/202001180MIN.html,
18-01-2020 20:30,Orlando Magic,95,Golden State Warriors,109,https://www.basketball-reference.com/boxscores/202001180GSW.html,
18-01-2020 20:30,Los Angeles Lakers,124,Houston Rockets,115,https://www.basketball-reference.com/boxscores/202001180HOU.html,
18-01-2020 21:00,Portland Trail Blazers,106,Oklahoma City Thunder,119,https://www.basketball-reference.com/boxscores/202001180OKC.html,
18-01-2020 21:00,Sacramento Kings,101,Utah Jazz,123,https://www.basketball-reference.com/boxscores/202001180UTA.html,
19-01-2020 15:00,Miami Heat,102,San Antonio Spurs,107,https://www.basketball-reference.com/boxscores/202001190SAS.html,
19-01-2020 20:00,Indiana Pacers,115,Denver Nuggets,107,https://www.basketball-reference.com/boxscores/202001190DEN.html,
20-01-2020 14:00,Detroit Pistons,100,Washington Wizards,106,https://www.basketball-reference.com/boxscores/202001200WAS.html,
20-01-2020 14:30,Toronto Raptors,122,Atlanta Hawks,117,https://www.basketball-reference.com/boxscores/202001200ATL.html,
20-01-2020 15:00,Philadelphia 76ers,117,Brooklyn Nets,111,https://www.basketball-reference.com/boxscores/202001200BRK.html,
20-01-2020 17:00,Orlando Magic,106,Charlotte Hornets,83,https://www.basketball-reference.com/boxscores/202001200CHO.html,
20-01-2020 17:00,New York Knicks,106,Cleveland Cavaliers,86,https://www.basketball-reference.com/boxscores/202001200CLE.html,
20-01-2020 17:00,Oklahoma City Thunder,112,Houston Rockets,107,https://www.basketball-reference.com/boxscores/202001200HOU.html,
20-01-2020 17:00,New Orleans Pelicans,126,Memphis Grizzlies,116,https://www.basketball-reference.com/boxscores/202001200MEM.html,
20-01-2020 17:00,Sacramento Kings,113,Miami Heat,118,https://www.basketball-reference.com/boxscores/202001200MIA.html,OT
20-01-2020 17:00,Chicago Bulls,98,Milwaukee Bucks,111,https://www.basketball-reference.com/boxscores/202001200MIL.html,
20-01-2020 19:30,Los Angeles Lakers,107,Boston Celtics,139,https://www.basketball-reference.com/boxscores/202001200BOS.html,
20-01-2020 20:00,Denver Nuggets,107,Minnesota Timberwolves,100,https://www.basketball-reference.com/boxscores/202001200MIN.html,
20-01-2020 21:00,San Antonio Spurs,120,Phoenix Suns,118,https://www.basketball-reference.com/boxscores/202001200PHO.html,
20-01-2020 21:00,Indiana Pacers,88,Utah Jazz,118,https://www.basketball-reference.com/boxscores/202001200UTA.html,
20-01-2020 22:00,Golden State Warriors,124,Portland Trail Blazers,129,https://www.basketball-reference.com/boxscores/202001200POR.html,OT
21-01-2020 20:30,Los Angeles Clippers,110,Dallas Mavericks,107,https://www.basketball-reference.com/boxscores/202001210DAL.html,
22-01-2020 19:00,Sacramento Kings,106,Detroit Pistons,127,https://www.basketball-reference.com/boxscores/202001220DET.html,
22-01-2020 19:00,Oklahoma City Thunder,120,Orlando Magic,114,https://www.basketball-reference.com/boxscores/202001220ORL.html,
22-01-2020 19:00,Philadelphia 76ers,95,Toronto Raptors,107,https://www.basketball-reference.com/boxscores/202001220TOR.html,
22-01-2020 19:30,Los Angeles Clippers,95,Atlanta Hawks,102,https://www.basketball-reference.com/boxscores/202001220ATL.html,
22-01-2020 19:30,Memphis Grizzlies,95,Boston Celtics,119,https://www.basketball-reference.com/boxscores/202001220BOS.html,
22-01-2020 19:30,Washington Wizards,129,Miami Heat,134,https://www.basketball-reference.com/boxscores/202001220MIA.html,OT
22-01-2020 19:30,Los Angeles Lakers,100,New York Knicks,92,https://www.basketball-reference.com/boxscores/202001220NYK.html,
22-01-2020 20:00,Minnesota Timberwolves,110,Chicago Bulls,117,https://www.basketball-reference.com/boxscores/202001220CHI.html,
22-01-2020 20:00,Denver Nuggets,105,Houston Rockets,121,https://www.basketball-reference.com/boxscores/202001220HOU.html,
22-01-2020 21:00,Indiana Pacers,112,Phoenix Suns,87,https://www.basketball-reference.com/boxscores/202001220PHO.html,
22-01-2020 21:30,San Antonio Spurs,121,New Orleans Pelicans,117,https://www.basketball-reference.com/boxscores/202001220NOP.html,
22-01-2020 22:00,Utah Jazz,129,Golden State Warriors,96,https://www.basketball-reference.com/boxscores/202001220GSW.html,
23-01-2020 19:00,Washington Wizards,124,Cleveland Cavaliers,112,https://www.basketball-reference.com/boxscores/202001230CLE.html,
23-01-2020 20:00,Los Angeles Lakers,128,Brooklyn Nets,113,https://www.basketball-reference.com/boxscores/202001230BRK.html,
23-01-2020 22:30,Dallas Mavericks,133,Portland Trail Blazers,125,https://www.basketball-reference.com/boxscores/202001230POR.html,
24-01-2020 15:00,Milwaukee Bucks,116,Charlotte Hornets,103,https://www.basketball-reference.com/boxscores/202001240CHO.html,
