Price,Posted Date,Unit No.,Address,Bedrooms,Bathrooms,Parking,Size,Maintenance,URL
424900,Jul-18-2020,814,100 Dundalk Dr,2.5,2,1,900,564,https://condos.ca/toronto/kennedy-place-100-dundalk-dr/unit-814-E4835519
489900,Jul-18-2020,,,2.5,1,1,900,635,https://condos.ca/toronto/wynford-condominiums-20-edgecliff-golfway/unit-511-C4835234
389900,Jul-18-2020,206,19 Avondale Ave,0,1,0,500,395,https://condos.ca/toronto/residences-of-avondale-4665-yonge-st-1-19-avondale-ave/unit-206-C4835125
476000,Jul-17-2020,#43,87 Driftwood Ave,4,2,1,1400,404,https://condos.ca/toronto/73-driftwood-avenue-townhouses-71-87-driftwood-ave-12-20-london-green-crt/unit-43-W4834150
499999,Jul-17-2020,601,2995 Keele St Dr,1,1,0,500,336,https://condos.ca/toronto/saturday-in-downsview-park-2995-keele-st-50-george-butchart-dr/unit-601-W4833917
499900,Jul-17-2020,107,330 Mccowan Rd,2.5,2,1,1000,738,https://condos.ca/toronto/sterling-club-2-330-mccowan-rd/unit-107-E4833664
399900,Jul-17-2020,314,11753 Sheppard Ave E,1.5,1,1,900,603,https://condos.ca/toronto/platinum-rouge-11753-sheppard-ave-e/unit-314-E4833453
479000,Jul-17-2020,2112,460 Adelaide St E,0,1,0,499,270,https://condos.ca/toronto/axiom-condos-460-adelaide-st-e/unit-2112-C4833875
498800,Jul-21-2020,1208,15 La Rose Ave,2,2,1,1000,932,https://condos.ca/toronto/humber-hill-towers-15-la-rose-ave/unit-1208-W4838746
399000,Jul-17-2020,1201,10 Tobermory Dr,2,1,1,900,656,https://condos.ca/toronto/bristol-house-10-tobermory-dr/unit-1201-W4834715
499900,Jul-16-2020,,,2,1,1,700,628,https://condos.ca/toronto/the-wave-4-elsinore-path/unit-403-W4833232
399999,Jul-16-2020,411,45 Silver Springs Blvd,1.5,1,1,900,539,https://condos.ca/toronto/woodlands-on-the-park-25-silver-springs-blvd-45-silver-springs-blvd/unit-411-E4833207
399900,Jul-17-2020,1507,320 Dixon Rd,3,2,1,1200,692,https://condos.ca/toronto/320-dixon-road-etobicoke/unit-1507-W4833783
499000,Jul-16-2020,906,80 Esther Lorrie Dr,2,2,1,800,686,https://condos.ca/toronto/cloud-9-80-esther-lorrie-dr/unit-906-W4832825
489000,Jul-16-2020,609,45 Charles St E,0,1,0,499,248,https://condos.ca/toronto/chaz-yorkville-45-charles-st-e/unit-609-C4832560
485000,Jul-17-2020,3903,290 Adelaide St W,0,1,0,499,199,https://condos.ca/toronto/the-bond-condos-290-adelaide-st-w/unit-3903-C4833825
499000,Jul-16-2020,3902,101 Peter St,0,1,0,499,222,https://condos.ca/toronto/peter-street-condos-101-peter-st/unit-3902-C4833350
349000,Jul-17-2020,906,370 Dixon Rd,2,1,1,900,650,https://condos.ca/toronto/370-dixon-condos-370-390-dixon-rd/unit-906-W4834052
414000,Jul-17-2020,1206,3311 Kingston Rd,2,1,1,800,659,https://condos.ca/toronto/kingston-heights-3311-kingston-rd/unit-1206-E4834051
404900,Jul-16-2020,193,262 John Garland Blvd,3.5,2,1,1200,535,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-193-W4833208
435888,Jul-17-2020,401,1 Massey Sq,2,1,0,900,769,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-401-E4834010
,,,,,,,,,
499900,Jul-17-2020,313,225 Wellesley St E,1,1,1,500,474,https://condos.ca/toronto/the-star-of-downtown-225-wellesley-st-e/unit-313-C4833513
489888,Jul-16-2020,204,335 Mill Rd,2,2,1,1000,895,https://condos.ca/toronto/valencia-towers-335-mill-rd/unit-204-W4832322
439900,Jul-15-2020,1207,234 Albion Rd,2,1,1,800,739,https://condos.ca/toronto/twin-towers-234-albion-rd/unit-1207-W4831682
479900,Jul-16-2020,2011,225 Sackville St,0,1,0,499,307,https://condos.ca/toronto/paintbox-225-sackville-st/unit-2011-C4832159
473000,Jul-15-2020,317,775 King St W,0,1,0,499,164,https://condos.ca/toronto/minto-775-775-king-st-w-78-tecumseth-st/unit-317-C4831739
456900,Jul-16-2020,1510,236 Albion Rd,3,2,1,1000,883,https://condos.ca/toronto/236-albion-road-condos-236-albion-rd/unit-1510-W4832014
458900,Jul-16-2020,PH10,234 Albion Rd,3,2,1,1000,936,https://condos.ca/toronto/twin-towers-234-albion-rd/unit-Ph10-W4832028
475900,Jul-16-2020,509,39 Kimbercroft Crt,2.5,2,1,1000,599,https://condos.ca/toronto/39-kimbercroft-court-39-kimbercroft-crt/unit-509-E4831881
349900,Jul-15-2020,,,2.5,2,1,900,785,https://condos.ca/toronto/park-vista-silverbell-grove-8-silver-bell-grove/unit-608-E4831420
429000,Jul-15-2020,3208,1 King St W,0,1,0,499,606,https://condos.ca/toronto/one-king-west-hotel-residence-1-king-st-w/unit-3208-C4831239
425000,Jul-15-2020,203,1705 Mccowan Rd,2,1,1,1000,650,https://condos.ca/toronto/1701-1703-1705-mccowan-condos-1701-1705-mccowan-rd/unit-203-E4830809
474900,Jul-16-2020,1912,215 Queen St W,0,1,0,499,199,https://condos.ca/toronto/smart-house-215-queen-st-w/unit-1912-C4832396
488000,Jul-16-2020,3608,85 Queens Wharf Rd,0,1,0,499,268,https://condos.ca/toronto/quartz-spectra-75-queens-wharf-rd-85-queens-wharf-rd/unit-3608-C4832257
484000,Jul-15-2020,229,700 Humberwood Blvd,1.5,1,1,600,406,https://condos.ca/toronto/mansions-of-humberwood-2-700-humberwood-blvd/unit-229-W4831429
419000,Jul-16-2020,1808,40 Panorama Crt,2,1,2,900,700,https://condos.ca/toronto/40-panorama-court-condos-40-panorama-crt/unit-1808-W4831965
485000,Jul-15-2020,1010,33 Charles St E,0,1,0,499,306,https://condos.ca/toronto/casa-condos-33-charles-st-e/unit-1010-C4830154
499900,Jul-15-2020,2011,2550 Lawrence Ave E,2,2,1,900,629,https://condos.ca/toronto/scarborough-fair-2-2550-lawrence-ave-e/unit-2011-E4830301
499000,Jul-14-2020,2703,115 Blue Jays Way,0,1,0,499,,https://condos.ca/toronto/king-blue-355-king-st-w-115-blue-jays-way/unit-2703-C4829593
489900,Jul-15-2020,860,30 Tandridge Cres,3,2,1,1200,600,https://condos.ca/toronto/20-tanridge-crescent-townhouses-20-38-tandridge-crescent/unit-860-W4830685
419000,Jul-15-2020,709,1 Hickory Tree Rd,1.5,1,1,700,613,https://condos.ca/toronto/river-ridge-1-hickory-tree-rd-3-hickory-tree-rd/unit-709-W4830467
374500,Jul-14-2020,1709,370 Dixon Rd,2,1,1,1000,648,https://condos.ca/toronto/370-dixon-condos-370-390-dixon-rd/unit-1709-W4829262
450000,Jul-15-2020,507,3050 Ellesmere Rd,2,2,1,900,763,https://condos.ca/toronto/mapledale-3050-ellesmere-rd/unit-507-E4830717
419000,Jul-15-2020,1401,1461 Lawrence Ave W,1.5,1,0,500,304,https://condos.ca/toronto/1461-lawrence-avenue-west-north-york/unit-1401-W4830426
499000,Jul-15-2020,1405,78 Harrison Garden Blvd,1,1,1,500,400,https://condos.ca/toronto/skymark-at-avondale-78-harrison-garden-blvd/unit-1405-C4830316
468000,Jul-14-2020,2101E,36 Lisgar St,1,1,0,499,323,https://condos.ca/toronto/edge-on-triangle-park-36-lisgar-st/unit-2101E-C4829685
415000,Jul-13-2020,1212,234 Albion Rd,2,1,1,1000,897,https://condos.ca/toronto/twin-towers-234-albion-rd/unit-1212-W4828127
339900,Jul-14-2020,,,3,1,1,800,710,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-1106-W4828510
499900,Jul-14-2020,1509,80 Western Battery Rd,0,1,0,499,277,https://condos.ca/toronto/zip-condos-80-western-battery-rd/unit-1509-C4828436
417000,Jul-13-2020,401,19 Four Winds Dr,2,1,1,900,813,https://condos.ca/toronto/four-winds-drive-3-19-four-winds-dr/unit-401-W4828245
449900,Jul-13-2020,1201,1 Massey Sq,2,1,0,900,763,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1201-E4827975
499900,Jul-13-2020,517,11 Superior Ave,1,1,1,500,480,https://condos.ca/toronto/eleven-superior-11-superior-ave/unit-517-W4827879
439000,Jul-14-2020,1213,5039 Finch Ave,1.5,1,1,600,456,https://condos.ca/toronto/the-windsor-condos-5039-finch-ave-e/unit-1213-E4828568
495000,Jul-14-2020,809,8 Mercer St,0,1,0,499,246,https://condos.ca/toronto/the-mercer-8-mercer-st/unit-809-C4829118
489900,Jul-13-2020,1511,6 Eva Rd,1.5,1,1,600,449,https://condos.ca/toronto/west-village-i-6-eva-rd/unit-1511-W4828384
495000,Jul-13-2020,#702,60 Byng Ave,1,1,1,500,507,https://condos.ca/toronto/the-monet-60-byng-ave/unit-702-C4828340
499990,Jul-14-2020,1020,2995 Keele St,1,1,0,500,336,https://condos.ca/toronto/saturday-in-downsview-park-2995-keele-st-50-george-butchart-dr/unit-1020-W4828958
429000,Jul-23-2020,405,121 Trudelle St,2,2,1,1000,794,https://condos.ca/toronto/mccowan-place-121-trudelle-st/unit-405-E4828573
399900,Jul-15-2020,1203,100 Wingarden Crt,2,2,1,1000,610,https://condos.ca/toronto/100-wingarden-court-condominium-100-wingarden-crt/unit-1203-E4831252
433888,Jul-11-2020,103,177 Linus Rd,1.5,1,1,700,509,https://condos.ca/toronto/260-350-seneca-hill-drive-condos-260-350-seneca-hill-dr-177-linus-rd/unit-103-C4826910
480000,Jul-12-2020,116,415 Jarvis St,0,1,0,499,294,https://condos.ca/toronto/the-central-415-jarvis-st/unit-116-C4827101
499900,Jul-11-2020,2004,1470 Midland Ave,2,2,1,900,625,https://condos.ca/toronto/scarborough-fair-1470-midland-ave/unit-2004-E4826802
479999,Jul-11-2020,314,3050 Ellesmere Rd,2,2,1,1000,758,https://condos.ca/toronto/mapledale-3050-ellesmere-rd/unit-314-E4826786
499000,Jul-10-2020,702,576 Front St W,1,1,0,499,297,https://condos.ca/toronto/minto-westside-576-front-st-w-27-bathurst-st/unit-702-C4825528
399990,Jul-12-2020,121,684 Warden Ave,1.5,1,1,600,374,https://condos.ca/toronto/st-clair-pointe-684-warden-ave/unit-121-E4827115
449900,Jul-13-2020,1507,2550 Lawrence Ave E,1.5,1,1,700,492,https://condos.ca/toronto/scarborough-fair-2-2550-lawrence-ave-e/unit-1507-E4827822
399900,Jul-11-2020,601,238 Albion Rd,2,1,1,1000,750,https://condos.ca/toronto/238-albion-road-condos-238-albion-rd/unit-601-W4826677
389000,Jul-11-2020,801,2550 Pharmacy Ave,1.5,1,1,800,771,https://condos.ca/toronto/corinthian-towers-2550-pharmacy-ave/unit-801-E4826240
499000,Jul-10-2020,2401,375 King St W,1,1,0,500,310,https://condos.ca/toronto/m5v-375-king-st-w/unit-2401-C4825220
498888,Jul-11-2020,1808,105 The Queensway Ave,1,1,1,499,390,https://condos.ca/toronto/nxt-2-105-the-queensway/unit-1808-W4825968
458000,Jul-11-2020,709,215 Queen St W,0,1,0,499,302,https://condos.ca/toronto/smart-house-215-queen-st-w/unit-709-C4826166
469900,Jul-10-2020,907,90 Ling Rd,3,2,1,1200,730,https://condos.ca/toronto/morningside-estates-90-ling-rd/unit-907-E4824475
,,,,,,,,,
399900,Jul-10-2020,216,41 Markbrook Lane,1.5,2,1,800,338,https://condos.ca/toronto/cascades-2-41-markbrook-ln/unit-216-W4824557
484000,Jul-10-2020,1406,39 Annie Craig Dr,1,1,1,499,242,https://condos.ca/toronto/cove-at-waterways-39-annie-craig-dr/unit-1406-W4824414
449900,Jul-10-2020,1112,301 PRUDENTIAL Drive,3,1,1,1030,840,https://condos.ca/toronto/301-prudential-drive-condos-301-prudential-dr/unit-1112-H4082324
469999,Jul-08-2020,,,1.5,1,1,600,632,https://condos.ca/toronto/equinox-2-50-brian-harrison-way/e4822663
499000,Jul-08-2020,111,3560 St Clair Ave,1,1,1,500,384,https://condos.ca/toronto/imagine-condos-3560-st-clair-ave-e/unit-111-E4822148
464900,Jul-08-2020,2801,38 Lee Centre Dr,2,1,1,600,484,https://condos.ca/toronto/ellipse-east-tower-38-lee-centre-dr/unit-2801-E4821888
379000,Jul-11-2020,512,2550 Pharmacy Ave,2,1,1,900,818,https://condos.ca/toronto/corinthian-towers-2550-pharmacy-ave/unit-512-E4826706
466800,Jul-09-2020,1703,290 Adelaide St W St,0,1,0,499,236,https://condos.ca/toronto/the-bond-condos-290-adelaide-st-w/unit-1703-C4823346
472000,Jul-09-2020,1707,215 Queen St W,0,1,0,499,295,https://condos.ca/toronto/smart-house-215-queen-st-w/unit-1707-C4824100
479000,Jul-09-2020,207,29 Pemberton Ave,1,1,1,600,545,https://condos.ca/toronto/the-plaza-29-pemberton-ave/unit-207-C4822720
399900,Jul-08-2020,204,1703 Mccowan Rd,3,1,1,1000,650,https://condos.ca/toronto/1701-1703-1705-mccowan-condos-1701-1705-mccowan-rd/unit-204-E4821507
425000,Jul-08-2020,213,1328 Birchmount Rd,1.5,1,1,600,475,https://condos.ca/toronto/2150-condos-1328-birchmount-rd/unit-213-E4821623
499000,Jul-08-2020,553,151 Dan Leckie Way,0,1,0,499,307,https://condos.ca/toronto/parade-2-cityplace-151-dan-leckie-way-21-iceboat-terr/unit-553-C4821393
459900,Jul-07-2020,2009,3077 Weston Rd,2,2,1,900,728,https://condos.ca/toronto/riverside-court-3077-weston-rd/unit-2009-W4820143
499000,Jul-08-2020,2304,18 Yonge St,0,1,0,499,221,https://condos.ca/toronto/18-yonge-18-yonge-st/unit-2304-C4820933
474900,Jul-07-2020,1009,5 Valhalla Inn Rd,1,1,1,500,372,https://condos.ca/toronto/thunderbird-at-one-valhalla-5-valhalla-inn-rd/unit-1009-W4819957
489999,Jul-08-2020,421,23 Glebe Rd W,0,1,0,499,314,https://condos.ca/toronto/allure-23-glebe-rd-w/unit-421-C4822653
495000,Jul-08-2020,805,80 Esther Lorrie Dr,2,2,1,800,675,https://condos.ca/toronto/cloud-9-80-esther-lorrie-dr/unit-805-W4820916
479900,Jul-07-2020,1710,1 Scott St,0,1,0,499,215,https://condos.ca/toronto/london-on-the-esplanade-1-scott-st-38-the-esplanade/unit-1710-C4820707
499900,Jul-07-2020,3708,12 York St,0,1,0,499,290,https://condos.ca/toronto/ice-condos-ice-condos-ii-12-york-st-14-york-st/unit-3708-C4820328
459000,Jul-09-2020,110,80 Esther Lorrie Dr,1.5,1,1,600,598,https://condos.ca/toronto/cloud-9-80-esther-lorrie-dr/unit-110-W4822687
489900,Jul-08-2020,,,2.5,2,1,1200,903,https://condos.ca/toronto/the-ambassadors-1-300-alton-towers-cir/unit-402-E4821671
455900,Jul-08-2020,4505,1 King St W,0,1,0,499,651,https://condos.ca/toronto/one-king-west-hotel-residence-1-king-st-w/unit-4505-C4820905
435000,Jul-08-2020,506,3 Massey Sq,2,1,1,1000,797,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-506-E4821451
499000,Jul-08-2020,2107,33 Shore Breeze Dr,1,1,0,500,315,https://condos.ca/toronto/jade-waterfront-condos-33-shore-breeze-drive/unit-2107-W4821298
,,,,,,,,,
395999,Jul-09-2020,909,234 Albion Rd,2,1,1,1000,768,https://condos.ca/toronto/twin-towers-234-albion-rd/unit-909-W4822945
483000,Jul-07-2020,2006,3077 Weston Rd,2,3,1,1200,958,https://condos.ca/toronto/riverside-court-3077-weston-rd/unit-2006-W4820631
499000,Jul-07-2020,2106,33 Shore Breeze Dr,1,1,0,500,315,https://condos.ca/toronto/jade-waterfront-condos-33-shore-breeze-drive/unit-2106-W4819881
484999,Jul-07-2020,1006,400 Mclevin Ave,2,2,2,1000,631,https://condos.ca/toronto/mayfair-on-the-green-1-400-mclevin-ave/unit-1006-E4820772
425000,Jul-07-2020,206,30 Allanhurst Dr N,2,1,1,1000,447,https://condos.ca/toronto/30-allanhurst-drive-etobicoke/unit-206-W4819588
498000,Jul-07-2020,811,72 Esther Shiner Blvd,1,1,1,500,443,https://condos.ca/toronto/tango-2-72-esther-shiner-blvd/unit-811-C4819229
410000,Jul-07-2020,,,1,1,1,700,360,https://condos.ca/toronto/optima-on-the-park-1-150-alton-towers-cir/unit-1207-E4819419
385000,Jul-07-2020,909,2 Glamorgan Ave,1,1,1,700,559,https://condos.ca/toronto/the-copenhagen-2-glamorgan-ave/unit-909-E4819715
445000,Jul-06-2020,1025,1 King St,0,1,0,600,718,https://condos.ca/toronto/1-king-street-york/unit-1025-C4818514
490000,Jul-09-2020,302,56 Annie Craig Dr,1,1,1,499,293,https://condos.ca/toronto/lago-at-the-waterfront-56-annie-craig-dr/unit-302-W4823942
280000,Jul-07-2020,110,4060 Lawrence Ave E,3,2,1,1200,1174,https://condos.ca/toronto/lawrence-avenue-condos-4060-4064-lawrence-ave-e/unit-110-E4819842
479000,Jul-07-2020,,,1,1,1,600,598,https://condos.ca/toronto/21-hillcrest-21-hillcrest-ave/c4819557
499000,Jul-06-2020,3305,87 Peter St,0,1,0,499,235,https://condos.ca/toronto/noir-residences-87-peter-st/unit-3305-C4818257
429900,Jul-07-2020,821E,36 Lisgar St,1,1,0,499,321,https://condos.ca/toronto/edge-on-triangle-park-36-lisgar-st/unit-821E-C4819476
409900,Jul-06-2020,004,1 Hickory Tree Rd,1.5,1,1,600,570,https://condos.ca/toronto/river-ridge-1-hickory-tree-rd-3-hickory-tree-rd/unit-004-W4818476
469900,Jul-07-2020,502,41 Markbrook Lane,2,2,1,1000,402,https://condos.ca/toronto/cascades-2-41-markbrook-ln/unit-502-W4819278
499000,Jul-06-2020,3305,87 Peter Street,1,1,1,401,235,https://condos.ca/toronto/noir-residences-87-peter-st/unit-3305-H4081929
459000,Jul-05-2020,S319,120 Bayview Ave,0,1,0,499,280,https://condos.ca/toronto/canary-park-120-bayview-ave-398-front-st-e/unit-S319-C4817929
439900,Jul-05-2020,1102,180 Markham Rd,3,2,1,1000,797,https://condos.ca/toronto/180-markham-condos-180-markham-rd/unit-1102-E4818051
419900,Jul-06-2020,308,10 Tapscott Rd,2,2,1,900,566,https://condos.ca/toronto/carriage-house-10-tapscott-rd/unit-308-E4818197
394900,Jul-06-2020,1506,236 Albion Rd,2.5,1,1,1000,792,https://condos.ca/toronto/236-albion-road-condos-236-albion-rd/unit-1506-W4818239
475000,Jul-08-2020,2812,181 Village Green Sq,1.5,1,1,600,441,https://condos.ca/toronto/ventus-ii-at-metrogate-181-village-green-square/unit-2812-E4821511
427717,Jul-04-2020,,55 Carscadden Dr,1,1,1,800,575,https://condos.ca/toronto/55-carscadden-drive-condos-55-carscadden-dr/c4817480
458000,Jul-04-2020,412,185 Bonis Ave,1,1,1,500,388,https://condos.ca/toronto/love-condos-185-bonis-ave/unit-412-E4817453
459999,Jul-05-2020,229,5225 Finch Ave E,2.5,1,1,700,416,https://condos.ca/toronto/woodside-pointe-5225-finch-ave-e-5235-finch-ave-e/unit-229-E4817691
489900,Jul-04-2020,512,4978 Yonge St,1,1,0,500,408,https://condos.ca/toronto/ultima-at-broadway-north-tower-4978-yonge-st/unit-512-C4816704
429000,Jul-04-2020,1006,121 Ling Rd,2,2,1,900,541,https://condos.ca/toronto/scarborough-wood-121-ling-rd/unit-1006-E4817154
495000,Jul-02-2020,902,7 Grenville St,0,1,0,499,241,https://condos.ca/toronto/yc-condos-yonge-and-college-7-grenville-st/unit-902-C4814432
480000,Jul-03-2020,205,3655 Kingston Rd,1.5,1,1,600,470,https://condos.ca/toronto/guildwood-3655-kingston-rd/unit-205-E4816060
485000,Jul-02-2020,306,233 Beecroft Rd,1,1,1,500,389,https://condos.ca/toronto/peninsula-place-233-beecroft-rd/unit-306-C4813599
495000,Jul-03-2020,603,101 Erskine Ave,0,1,0,499,295,https://condos.ca/toronto/101-erskine-101-erskine-ave/unit-603-C4815376
479900,Jul-02-2020,2405,215 Sherway Gardens Rd,1,1,1,500,343,https://condos.ca/toronto/one-sherway-tower-three-215-sherway-gardens-rd/unit-2405-W4814300
499900,Jul-02-2020,67,19 London Green Crt,3,2,1,1200,510,https://condos.ca/toronto/19-london-green-court-north-york
489900,Jul-02-2020,705,8 Colborne St N,1,1,0,499,718,https://condos.ca/toronto/cosmopolitan-8-colborne-st/unit-705-C4814176
459000,Jul-01-2020,810,1 King St W,0,1,0,499,662,https://condos.ca/toronto/one-king-west-hotel-residence-1-king-st-w/unit-810-C4813068
489000,Jul-02-2020,1104,3091 Dufferin St,1,1,1,499,380,https://condos.ca/toronto/residenze-palazzo-at-treviso-3-3091-dufferin-st/unit-1104-W4813843
485000,Jul-01-2020,199,262 John Garland Blvd,3.5,2,1,1200,535,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-199-W4812606
465000,Jul-01-2020,160,252 John Garland Blvd,3.5,3,1,1200,580,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-160-W4812796
439000,Jul-01-2020,208,150 Fairview Mall Dr,1,1,0,499,285,https://condos.ca/toronto/soul-fairview-150-fairview-mall-dr/unit-208-C4812772
495000,Jun-30-2020,2205,87 Peter St,0,1,0,499,230,https://condos.ca/toronto/noir-residences-87-peter-st/unit-2205-C4811688
419990,Jun-30-2020,1415,1 King St W,1,1,0,499,553,https://condos.ca/toronto/one-king-west-hotel-residence-1-king-st-w/unit-1415-C4811398
,,,,,,,,,
379500,Jun-29-2020,322,2645 Jane St,3,2,1,1000,960,https://condos.ca/toronto/2645-jane-street-condos-2645-jane-st/unit-322-W4810828
479000,Jul-03-2020,2210,17 Zorra St,1,1,0,500,297,https://condos.ca/toronto/park-towers-condominiums-at-iq-15-zorra-st-17-zorra-st/unit-2210-W4815473
489000,Jun-29-2020,503,38 Dan Leckie Way,1,1,0,499,251,https://condos.ca/toronto/panorama-38-dan-leckie-way/unit-503-C4810169
499900,Jun-29-2020,1607,128 Fairview Mall Dr,1,1,0,499,315,https://condos.ca/toronto/connect-condos-128-fairview-mall-dr/unit-1607-C4810800
499999,Jun-30-2020,738,68 Corporate Drive Dr,2,2,1,800,612,https://condos.ca/toronto/the-residences-at-the-consilium-2-68-corporate-dr/unit-738-E4811745
488000,Jun-29-2020,222,5 St Joseph St,0,1,0,499,259,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-222-C4809993
499990,Jun-28-2020,2105,3 Michael Power Pl,1,1,1,500,440,https://condos.ca/toronto/palais-at-port-royal-place-3-michael-power-pl/unit-2105-W4809583
329000,Aug-02-2020,,,2,1,1,700,570,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/w4809276
465000,Jun-27-2020,1203,180 Markham Rd,3,2,1,1200,871,https://condos.ca/toronto/180-markham-condos-180-markham-rd/unit-1203-E4808708
429900,Jun-26-2020,212,5 Massey Sq,2,1,1,900,816,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-212-E4808294
499900,Jun-28-2020,1602,840 Queens Plate Dr,1.5,2,1,700,512,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-1602-W4809762
479900,Jun-26-2020,405,17 Zorra St,1,1,0,500,357,https://condos.ca/toronto/park-towers-condominiums-at-iq-15-zorra-st-17-zorra-st/unit-405-W4807959
499000,Jun-26-2020,1907,365 Church St,0,1,0,499,297,https://condos.ca/toronto/365-church-365-church-st/unit-1907-C4807842
434800,Jun-26-2020,611,180 Markham Rd,3,2,1,1400,797,https://condos.ca/toronto/180-markham-condos-180-markham-rd/unit-611-E4807529
285000,Jun-25-2020,601,235 Grandravine Dr,1,1,1,600,495,https://condos.ca/toronto/235-grandravine-drive-north-york/unit-601-W4806389
299990,Jun-25-2020,612,4062 Lawrence Ave E,3,2,1,1200,1132,https://condos.ca/toronto/lawrence-avenue-condos-4060-4064-lawrence-ave-e/unit-612-E4806695
476000,Jun-25-2020,1905,2627 Mccowan Rd,1.5,1,1,700,512,https://condos.ca/toronto/windsor-ii-2627-mccowan-rd/unit-1905-E4806332
449900,Jun-24-2020,1411E,576 Front St W,0,1,0,499,205,https://condos.ca/toronto/minto-westside-576-front-st-w-27-bathurst-st/unit-1411E-C4805146
450000,Jun-25-2020,1058,209 Fort York Blvd,0,1,0,499,225,https://condos.ca/toronto/neptune-neptune-2-at-waterpark-city-209-fort-york-blvd-215-fort-york-blvd/unit-1058-C4806222
499000,Jun-26-2020,303,85 The Donway St W,1,1,1,500,486,https://condos.ca/toronto/reflections-residences-at-don-mills-85-the-donway-w/unit-303-C4807160
490000,Jun-23-2020,1502,3091 Dufferin St,1,1,1,499,375,https://condos.ca/toronto/residenze-palazzo-at-treviso-3-3091-dufferin-st/unit-1502-W4803384
408000,Jun-23-2020,1802,1 King St W,0,1,0,499,533,https://condos.ca/toronto/one-king-west-hotel-residence-1-king-st-w/unit-1802-C4803452
499900,Jun-23-2020,331,600 Fleet St,0,1,1,499,343,https://condos.ca/toronto/malibu-condos-at-harbourfront-600-fleet-st/unit-331-C4802970
455900,Jun-22-2020,L04,73 Richmond St W,0,1,0,499,315,https://condos.ca/toronto/graphic-arts-building-73-richmond-st-w/unit-L04-C4801732
269000,Jun-21-2020,1007,3 Marine Parade Dr,1,1,1,600,500,https://condos.ca/toronto/hearthstone-by-the-bay-3-marine-parade-dr/unit-1007-W4801612
495100,Jun-19-2020,1615,430 Mclevin Ave,2,2,1,1000,562,https://condos.ca/toronto/mayfair-on-the-green-3-430-mclevin-ave/unit-1615-E4800057
499900,Jun-19-2020,G11,24 Noble St,0,1,1,499,328,https://condos.ca/toronto/noble-court-lofts-24-noble-st/unit-G11-W4799962
445000,Jun-20-2020,1216,1 Massey Sq,2.5,1,0,900,659,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1216-E4800593
465000,Jun-21-2020,508,1 Rosebank Dr,1,1,0,600,210,https://condos.ca/toronto/1-rosebank-drive-scarborough
395000,Jun-18-2020,,7 Brimley Rd S,2,1,1,499,1100,https://condos.ca/toronto/7-brimley-road-south-scarborough/e4798464
468000,Jun-19-2020,,,1.5,2,2,1000,714,https://condos.ca/toronto/monterey-175-bamburgh-cir/unit-312-E4800320
484000,Jun-18-2020,167,252 John Garland Blvd,3.5,2,1,1000,508,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-167-W4798591
499900,Jun-18-2020,1402,511 The West Mall St,3.5,2,1,1400,865,https://condos.ca/toronto/511-the-west-mall-511-the-west-mall/unit-1402-W4798255
384900,Jun-19-2020,,,3.5,1,1,900,824,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-214-W4799421
499000,Jun-18-2020,3402,101 Peter St,0,1,0,499,221,https://condos.ca/toronto/peter-street-condos-101-peter-st/unit-3402-C4798358
415000,Jun-19-2020,1021,1 Leila Lane,1,1,1,499,,https://condos.ca/toronto/the-yorkdale-1-leila-ln-152-160-flemington-rd/unit-1021-W4799468
499900,Jun-19-2020,1120,32 Trolley Cres,1,1,0,500,346,https://condos.ca/toronto/river-city-ii-20-38-trolley-cres/unit-1120-C4799145
499900,Jul-31-2020,1120,32 Trolley Crescent,1,1,1,527,346,https://condos.ca/toronto/river-city-ii-20-38-trolley-cres/unit-1120-H4080624
324900,Jul-01-2020,203,235 Grandravine Dr,2,1,1,800,608,https://condos.ca/toronto/235-grandravine-drive-north-york
429999,Jun-18-2020,825,200 Dundas St E,0,1,0,499,190,https://condos.ca/toronto/dundas-square-gardens-251-jarvis-st-200-dundas-st-e/unit-825-C4797533
499999,Jun-16-2020,817,6 Humberline Dr,2,2,1,1000,633,https://condos.ca/toronto/king-s-terrace-6-humberline-dr/unit-817-W4794930
489800,Jun-17-2020,1309,9 Valhalla Inn Rd,1,1,1,500,376,https://condos.ca/toronto/triumph-at-valhalla-9-valhalla-inn-rd/unit-1309-W4796777
