Price,Posted Date,Unit No.,Address,Bedrooms,Bathrooms,Parking,Size,Maintenance,URL
489888,Jul-28-2020,307,45 Silver Spring Blvd,2.5,2,2,1200,706,https://condos.ca/toronto/woodlands-on-the-park-25-silver-springs-blvd-45-silver-springs-blvd/unit-307-E4846914
429900,Jul-27-2020,431,700 Humberwood Blvd,1,1,1,600,349,https://condos.ca/toronto/mansions-of-humberwood-2-700-humberwood-blvd/unit-431-W4846290
398800,Jul-28-2020,415,320 Dixon Rd,3,2,1,1200,720,https://condos.ca/toronto/320-dixon-road-etobicoke/unit-415-W4846333
499900,Jul-28-2020,614,8 Trent Ave,1.5,1,1,600,371,https://condos.ca/toronto/the-village-by-main-station-8-trent-ave-14-trent-ave/unit-614-E4846995
499000,Jul-28-2020,325,560 King St W,1,1,0,500,541,https://condos.ca/toronto/fashion-house-lofts-560-king-st-w-461-adelaide-st-w/unit-325-C4846664
499000,Jul-28-2020,605,30 Canterbury Pl,1.5,1,1,800,588,https://condos.ca/toronto/dia-condominiums-30-canterbury-pl/unit-605-C4846462
399999,Jul-28-2020,2119,181 Village Green Sq,1,1,1,499,366,https://condos.ca/toronto/ventus-ii-at-metrogate-181-village-green-square/unit-2119-E4846624
475000,Jul-27-2020,1212,15 Vicora Linkway Way,2,1,1,800,675,https://condos.ca/toronto/15-vicora-linkway-15-vicora-linkway/unit-1212-C4845792
444900,Jul-28-2020,625 W,36 Lisgar St,1,1,0,499,344,https://condos.ca/toronto/edge-on-triangle-park-36-lisgar-st/unit-625W-C4846695
389000,Jul-28-2020,905,80 Grandravine Dr,1,1,1,600,529,https://condos.ca/toronto/keele-ravine-condominiums-10-80-grandravine-dr-15-25-derrydown-rd-3690-keele-st/unit-905-W4846494
479900,Jul-27-2020,6102,14 York St,0,1,0,499,245,https://condos.ca/toronto/ice-condos-ice-condos-ii-12-york-st-14-york-st/unit-6102-C4846096
469000,Jul-27-2020,1807,121 Mcmahon Dr,1.5,1,0,500,398,https://condos.ca/toronto/tango-121-mcmahon-dr/unit-1807-C4845794
438900,Jul-27-2020,1907,340 Dixon Rd,3,2,1,1200,692,https://condos.ca/toronto/320-dixon-condos-330-dixon-rd-340-dixon-rd/unit-1907-W4845894
439000,Jul-27-2020,,,3,2,1,1000,800,https://condos.ca/toronto/oaktree-estates-1250-bridletowne-cir/unit-504-E4845670
499900,Jul-27-2020,1102,155 Beecroft Rd,1,1,1,500,384,https://condos.ca/toronto/broadway-ii-residences-155-beecroft-rd/unit-1102-C4845774
389900,Jul-28-2020,# 303,238 Albion Rd,3,2,1,1200,850,https://condos.ca/toronto/238-albion-road-condos-238-albion-rd/unit-303-W4847843
479000,Jul-28-2020,212,320 Richmond St E,1,1,0,500,334,https://condos.ca/toronto/the-modern-320-richmond-st-e/unit-212-C4847338
478000,Jul-29-2020,118,8 Mondeo Dr,1,1,1,600,480,https://condos.ca/toronto/mondeo-springs-8-mondeo-dr/unit-118-E4848121
449000,Jul-28-2020,1108,18 Lee Centre Dr,1.5,1,1,600,557,https://condos.ca/toronto/hillsborough-court-18-lee-centre-dr/unit-1108-E4846581
439000,Jul-27-2020,908,5 Massey Sq,2,1,1,900,761,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-908-E4845900
449900,Jul-27-2020,1903,710 Humberwood Blvd,1.5,1,1,600,436,https://condos.ca/toronto/mansions-of-humberwood-710-humberwood-blvd/unit-1903-W4845678
399900,Jul-27-2020,1810,2645 Kipling Ave,2,2,2,900,437,https://condos.ca/toronto/2645-kipling-avenue-condos-2645-kipling-ave/unit-1810-W4846206
388000,Jul-27-2020,712,45 Silver Springs Blvd,1.5,1,1,900,539,https://condos.ca/toronto/woodlands-on-the-park-25-silver-springs-blvd-45-silver-springs-blvd/unit-712-E4845481
489000,Jul-27-2020,604,260 Sackville St,1,1,0,500,346,https://condos.ca/toronto/one-park-west-260-sackville-st/unit-604-C4845505
500000,Jul-27-2020,1409,435 Richmond St W,0,1,0,499,220,https://condos.ca/toronto/fabrik-condos-435-richmond-st-w/unit-1409-C4845444
499000,Jul-27-2020,1607,65 Bremner Blvd,1,1,0,499,417,https://condos.ca/toronto/maple-leaf-square-55-bremner-blvd-65-bremner-blvd/unit-1607-C4845559
499000,Jul-29-2020,PH01,68 Canterbury Pl,1.5,1,1,500,419,https://condos.ca/toronto/celsius-26-churchill-ave-27-39-horsham-ave-68-78-canterbury-pl-351-369-beecroft-rd/unit-Ph01-C4848328
499900,Jul-27-2020,711,170 Bayview Ave,1,1,0,499,277,https://condos.ca/toronto/river-city-phase-3-170-bayview-ave/unit-711-C4845634
384900,Jul-26-2020,315,100 Wingarden Crt,2,2,1,900,514,https://condos.ca/toronto/100-wingarden-court-condominium-100-wingarden-crt/unit-315-E4845401
499000,Jul-26-2020,2106,10 Muirhead Rd,2.5,2,1,1000,965,https://condos.ca/toronto/crossroads-10-muirhead-rd/unit-2106-C4845338
458888,Jul-26-2020,1120,88 Corporate Dr,1,1,1,800,514,https://condos.ca/toronto/the-residences-at-the-consilium-l-88-corporate-dr/unit-1120-E4845048
410888,Jul-26-2020,3307,50 Town Centre Crt,0,1,0,499,174,https://condos.ca/toronto/encore-at-equinox-50-town-centre-court/unit-3307-E4845053
489900,Jul-26-2020,701,15 James Finlay Way,1.5,2,1,700,617,https://condos.ca/toronto/ion-condos-15-james-finlay-way/unit-701-W4845358
459900,Jul-25-2020,904,185 Roehampton Ave,0,1,0,499,305,https://condos.ca/toronto/155-redpath-155-redpath-ave-185-roehampton-ave/unit-904-C4844874
329900,Jul-28-2020,,,2,1,1,700,534,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-409-W4846759
329900,Jul-28-2020,,,2,1,1,700,609,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-1111-W4846758
499000,Jul-26-2020,508,7 Carlton St E,1.5,1,0,600,558,https://condos.ca/toronto/the-ellington-7-carlton-st/unit-508-C4845005
450000,Jul-25-2020,312,890 Sheppard Ave W,1,1,1,600,448,https://condos.ca/toronto/plaza-suites-890-sheppard-ave-w/unit-312-C4844670
455000,Jul-26-2020,7I,8 Rosebank Dr,1.5,1,1,600,462,https://condos.ca/toronto/markham-place-8-rosebank-dr/unit-7I-E4845206
329000,Jul-26-2020,307,30 Gloucester St,0,1,1,499,590,https://condos.ca/toronto/gloucester-gate-30-gloucester-st/unit-307-C4845057
419000,Jul-25-2020,809,3 Hickory Tree Rd,1.5,1,1,700,613,https://condos.ca/toronto/river-ridge-1-hickory-tree-rd-3-hickory-tree-rd/unit-809-W4844743
435000,Jul-26-2020,LPH H,8 Rosebank Dr,1.5,1,1,700,498,https://condos.ca/toronto/markham-place-8-rosebank-dr/unit-LphH-E4845193
499000,Jul-24-2020,821,1060 Sheppard Ave W,1.5,1,1,600,405,https://condos.ca/toronto/metropolis-parkside-at-metroplace-1060-sheppard-ave-w-1-de-boers-dr/unit-821-W4843310
495000,Jul-25-2020,315,11 Thorncliffe Park Dr,2,2,2,900,813,https://condos.ca/toronto/leaside-park-11-thorncliffe-park-dr/unit-315-C4844085
499000,Jul-25-2020,178,252 John Garland Blvd,3.5,3,1,1200,586,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-178-W4844983
499000,Jul-25-2020,619,39 Kimbercroft Crt,3,2,1,1200,690,https://condos.ca/toronto/39-kimbercroft-court-39-kimbercroft-crt/unit-619-E4844373
499800,Jul-25-2020,1121,135 Village Green Sq,1.5,1,1,600,375,https://condos.ca/toronto/solaris-2-135-village-green-square/unit-1121-E4844387
449900,Jul-24-2020,311,3077 Weston Rd,2,2,1,800,640,https://condos.ca/toronto/riverside-court-3077-weston-rd/unit-311-W4843520
419000,Jul-24-2020,PH11,10 Sunny Glen Way,2,1,1,800,596,https://condos.ca/toronto/10-sunny-glenway-north-york/unit-Ph11-C4843655
499000,Jul-24-2020,3401,12 York St,1,1,0,500,384,https://condos.ca/toronto/ice-condos-ice-condos-ii-12-york-st-14-york-st/unit-3401-C4843237
399000,Jul-25-2020,617,101 Peter St,0,1,0,499,204,https://condos.ca/toronto/peter-street-condos-101-peter-st/unit-617-C4844170
479000,Jul-24-2020,1913,195 Bonis Ave,1.5,1,1,600,397,https://condos.ca/toronto/joy-condos-195-bonis-ave/unit-1913-E4843927
489000,Jul-24-2020,412,3520 Danforth Ave,1.5,1,1,600,428,https://condos.ca/toronto/terraces-on-danforth-3520-danforth-ave/unit-412-E4843416
499999,Jul-24-2020,521,151 Dan Leckie Way,1.5,1,0,600,413,https://condos.ca/toronto/parade-2-cityplace-151-dan-leckie-way-21-iceboat-terr/unit-521-C4843700
350000,Jul-24-2020,106,148 Soudan Ave,0,1,1,499,570,https://condos.ca/toronto/148-soudan-avenue-toronto/unit-106-C4843822
399000,Jul-24-2020,106,20 Thomas Riley Rd,1,1,0,600,402,https://condos.ca/toronto/the-kip-district-20-thomas-riley-rd/unit-106-W4843735
354900,Jul-24-2020,2010,236 Albion Rd,3,2,1,1000,883,https://condos.ca/toronto/236-albion-road-condos-236-albion-rd/unit-2010-W4843709
419900,Jul-28-2020,35,200 Mclevin Ave,2,1,1,900,329,https://condos.ca/toronto/woodside-terrace-200-mclevin-ave/unit-35-E4847686
275000,Jul-25-2020,122,4765 Jane St,4.0,2,1,1200,956,https://condos.ca/toronto/4745-jane-street-condos-4645-4771-jane-st/unit-122-W4844347
389000,Jul-24-2020,1213,1950 Kennedy Rd,3,1,1,1000,631,https://condos.ca/toronto/dorset-towers-1950-kennedy-rd/unit-1213-E4843868
459900,Jul-25-2020,1002,350 Seneca Hill Dr,2,1,1,900,655,https://condos.ca/toronto/260-350-seneca-hill-drive-condos-260-350-seneca-hill-dr-177-linus-rd/unit-1002-C4844047
458000,Jul-24-2020,3101,28 Wellesley St E,0,1,0,499,240,https://condos.ca/toronto/vox-condos-28-wellesley-st-e/unit-3101-C4843129
499999,Jul-25-2020,413,150 Sudbury St,1,1,1,600,376,https://condos.ca/toronto/westside-gallery-lofts-150-sudbury-st/unit-413-C4844148
449900,Jul-25-2020,587,1 Greystone Walk Dr,2.5,2,1,1000,667,https://condos.ca/toronto/1-greystone-walk-1-greystone-walk-dr/unit-587-E4844543
414900,Jul-24-2020,807,231 Fort York Blvd,0,1,0,499,264,https://condos.ca/toronto/atlantis-at-waterpark-city-231-fort-york-blvd/unit-807-C4843882
399000,Jul-24-2020,1419,3 Greystone Walk Dr,1.5,1,1,800,601,https://condos.ca/toronto/greystone-walk-2-3-greystone-walk-dr/unit-1419-E4843181
300000,Jul-24-2020,310,4064 Lawrence Ave E,3,2,2,1000,1105,https://condos.ca/toronto/lawrence-avenue-condos-4060-4064-lawrence-ave-e/unit-310-E4842998
449900,Jul-24-2020,407,90 Ling Rd,3,2,1,1000,753,https://condos.ca/toronto/morningside-estates-90-ling-rd/unit-407-E4842906
419900,Jul-23-2020,1601,1350 York Mills Rd,2,1,1,800,648,https://condos.ca/toronto/1350-york-mills-1350-york-mills-rd-1360-york-mills-rd/unit-1601-C4841762
499000,Jul-24-2020,507,5800 Sheppard Ave E,2.5,3,1,1200,1124,https://condos.ca/toronto/regency-court-5780-5800-sheppard-ave-e/unit-507-E4842889
479888,Jul-24-2020,303,1 Rowntree Rd,2.5,2,1,1200,763,https://condos.ca/toronto/platinum-on-the-humber-3-1-rowntree-rd/unit-303-W4842423
499000,Jul-23-2020,315,2 Clairtrell Rd,1,1,1,500,490,https://condos.ca/toronto/bayview-mansions-2-clairtrell-rd/unit-315-C4841519
325000,Jul-25-2020,E-55,7 Brimley Rd S,1,1,1,499,750,https://condos.ca/toronto/7-brimley-road-south-scarborough/unit-E-55-E4844731
449800,Jul-23-2020,512,100 Prudential Dr,3,2,1,1000,773,https://condos.ca/toronto/100-prudential-drive-condos-100-prudential-dr/unit-512-E4842230
445000,Jul-23-2020,19,1646 Bathurst St,1,1,1,600,666,https://condos.ca/toronto/1646-bathurst-street-york
499900,Jul-23-2020,2210,318 Richmond St W,0,1,0,499,303,https://condos.ca/toronto/picasso-on-richmond-318-richmond-st-w/unit-2210-C4841930
380000,Jul-23-2020,1503,390 Dixon Rd,2,1,1,1000,646,https://condos.ca/toronto/370-dixon-condos-370-390-dixon-rd/unit-1503-W4841961
499000,Jul-24-2020,708,103 The Queensway Ave,1,1,1,600,512,https://condos.ca/toronto/nxt-103-the-queensway/unit-708-W4843147
317000,Jul-23-2020,,,2,1,1,700,540,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-904-W4841756
465000,Jul-23-2020,PH04,5 Massey Sq,2,1,0,900,659,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-Ph04-E4842316
430000,Jul-24-2020,2K,8 Rosebank Dr,1,1,1,500,374,https://condos.ca/toronto/markham-place-8-rosebank-dr/unit-2K-E4843099
499900,Jul-23-2020,3907,1 Palace Pier Crt,1,1,1,800,795,https://condos.ca/toronto/palace-place-1-palace-pier-crt/unit-3907-W4841689
489000,Jul-23-2020,2508,151 Dan Leckie Way,1,1,0,500,361,https://condos.ca/toronto/parade-2-cityplace-151-dan-leckie-way-21-iceboat-terr/unit-2508-C4841551
485000,Jul-23-2020,1317,160 Flemington Rd,1,1,1,499,375,https://condos.ca/toronto/the-yorkdale-1-leila-ln-152-160-flemington-rd/unit-1317-W4842210
499990,Jul-24-2020,3505,955 Bay St,1.5,1,0,500,378,https://condos.ca/toronto/the-britt-condos-955-bay-st/unit-3505-C4842993
348800,Jul-24-2020,802,340 Dixon Rd,2,1,1,1000,564,https://condos.ca/toronto/320-dixon-condos-330-dixon-rd-340-dixon-rd/unit-802-W4843005
499900,Jul-24-2020,313,5235 Finch Ave E,2.5,2,2,800,449,https://condos.ca/toronto/woodside-pointe-5225-finch-ave-e-5235-finch-ave-e/unit-313-E4842904
325000,Jul-22-2020,907,2550 Pharmacy Ave,1,1,1,700,736,https://condos.ca/toronto/corinthian-towers-2550-pharmacy-ave/unit-907-E4840697
499000,Jul-23-2020,2107,281 Mutual St,1,1,0,499,358,https://condos.ca/toronto/radio-city-281-mutual-st-285-mutual-st/unit-2107-C4841152
478000,Jul-24-2020,,,2.5,2,1,1000,739,https://condos.ca/toronto/the-ambassadors-3-350-alton-towers-cir/unit-604-E4842691
494800,Jul-24-2020,706,1328 Birchmount Rd,1.5,1,1,600,498,https://condos.ca/toronto/2150-condos-1328-birchmount-rd/unit-706-E4842464
488000,Jul-23-2020,100,21 Livonia Pl,3,3,2,1200,785,https://condos.ca/toronto/11-livonia-condos-11-livonia-pl-21-livonia-pl/unit-100-E4840917
415900,Jul-23-2020,118,256 John Garland Blvd,4.5,2,1,1200,585,https://condos.ca/toronto/252-john-garland-townhouses-242-262-john-garland-blvd/unit-118-W4840893
349000,Jul-24-2020,1702,235 Grandravine Dr,2,1,1,900,529,https://condos.ca/toronto/235-grandravine-drive-north-york/unit-1702-W4842453
399800,Jul-23-2020,410,346 The West Mall,1.5,1,1,900,357,https://condos.ca/toronto/346-the-west-mall-etobicoke/unit-410-W4841358
448800,Jul-22-2020,,,2,2,1,900,726,https://condos.ca/toronto/wedgewood-grove-30-thunder-grove/unit-206-E4840627
399900,Jul-22-2020,330,123 Woodbine Ave,0,1,1,499,280,https://condos.ca/toronto/123-woodbine-avenue-condos-123-woodbine-ave/unit-330-E4840009
375000,Jul-22-2020,405,400 Mclevin Ave,1,1,1,700,489,https://condos.ca/toronto/mayfair-on-the-green-1-400-mclevin-ave/unit-405-E4840184
499900,Jul-22-2020,235,231 Fort York Blvd,1,1,0,499,325,https://condos.ca/toronto/atlantis-at-waterpark-city-231-fort-york-blvd/unit-235-C4840061
459999,Jul-24-2020,1205,41 Markbrook Lane,2,2,1,1000,491,https://condos.ca/toronto/cascades-2-41-markbrook-ln/unit-1205-W4843036
495000,Jul-22-2020,1606,105 The Queensway,1,1,1,499,401,https://condos.ca/toronto/nxt-2-105-the-queensway/unit-1606-W4840260
400000,Jul-22-2020,216,800 Lawrence Ave W,0,1,0,499,228,https://condos.ca/toronto/treviso-36-via-bagnato-800-lawrence-ave-w/unit-216-W4840101
418900,Jul-22-2020,1403,238 Albion Rd,3,2,1,1000,837,https://condos.ca/toronto/238-albion-road-condos-238-albion-rd/unit-1403-W4840638
499000,Jul-24-2020,,,2.5,2,1,1000,854,https://condos.ca/toronto/the-ambassadors-2-330-alton-towers-cir/unit-1203-E4842671
459000,Jul-22-2020,406,25 Four Winds Dr,2,1,1,900,630,https://condos.ca/toronto/four-winds-condos-21-37-four-winds-dr/unit-406-W4840338
499000,Jul-23-2020,15,29 Island Rd,4,2,1,1000,214,https://condos.ca/toronto/beach-house-towns-11-35-island-rd/unit-15-E4841261
475000,Jul-22-2020,1009,1 King St,0,1,0,499,662,https://condos.ca/toronto/1-king-street-york/unit-1009-C4839759
439000,Jul-22-2020,222,700 Humberwood Blvd,1,1,1,600,382,https://condos.ca/toronto/mansions-of-humberwood-2-700-humberwood-blvd/unit-222-W4839698
465000,Jul-21-2020,706,840 Queens Plate Dr,1.5,2,1,700,513,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-706-W4839005
450000,Jul-22-2020,723,1 King St,0,1,0,499,606,https://condos.ca/toronto/1-king-street-york/unit-723-C4839704
410000,Jul-21-2020,1811,236 Albion Rd,3,2,1,1200,976,https://condos.ca/toronto/236-albion-road-condos-236-albion-rd/unit-1811-W4838339
440000,Jul-22-2020,966,123 Omni Dr,2.5,1,1,700,836,https://condos.ca/toronto/forest-mansion-2-121-omni-dr-123-omni-dr/unit-966-E4839631
459900,Jul-22-2020,#1603,40 Panorama Crt,3,2,1,1200,688,https://condos.ca/toronto/40-panorama-court-condos-40-panorama-crt/unit-1603-W4839597
438000,Jul-22-2020,942C,15 Iceboat Terr,0,1,0,499,270,https://condos.ca/toronto/parade-cityplace-15-iceboat-terr-10-capreol-crt/unit-942C-C4839256
462500,Jul-22-2020,406,840 Queen's Plate Dr,1.5,1,0,700,431,https://condos.ca/toronto/the-lexington-condominium-residences-by-the-park-840-queens-plate-dr/unit-406-W4839424
459900,Jul-22-2020,1911,5 Massey Sq,2,1,0,900,761,https://condos.ca/toronto/crescent-town-6-12-crescent-town-rd-1-5-massey-sq/unit-1911-E4840593
469000,Jul-22-2020,606,70 Town Centre Crt,1.5,1,1,600,463,https://condos.ca/toronto/eq1-70-town-centre-court/unit-606-E4839545
425000,Jul-22-2020,1212,2 Glamorgan Ave,1,1,1,700,559,https://condos.ca/toronto/the-copenhagen-2-glamorgan-ave/unit-1212-E4839232
389900,Jul-21-2020,,,3,1,1,900,728,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-1107-W4839064
484900,Jul-21-2020,1505,1328 Birchmount Rd,1.5,1,1,500,432,https://condos.ca/toronto/2150-condos-1328-birchmount-rd/unit-1505-E4838569
439000,Jul-21-2020,644,830 Lawrence Ave W,1,1,1,499,357,https://condos.ca/toronto/treviso-2-830-lawrence-ave-w/unit-644-W4838406
489999,Jul-21-2020,425,560 King St W,1,1,0,500,426,https://condos.ca/toronto/fashion-house-lofts-560-king-st-w-461-adelaide-st-w/unit-425-C4839164
499900,Jul-21-2020,1003,5 Rowntree Rd,2,2,1,1200,732,https://condos.ca/toronto/platinum-on-the-humber-5-rowntree-rd/unit-1003-W4838288
459900,Jul-22-2020,#1811,40 Panorama Crt,3,2,1,1000,671,https://condos.ca/toronto/40-panorama-court-condos-40-panorama-crt/unit-1811-W4839758
419000,Jul-23-2020,310,346 The West Mall,1.5,1,0,700,357,https://condos.ca/toronto/346-the-west-mall-etobicoke
499900,Jul-22-2020,319,22 Leader Lane,1,1,0,499,532,https://condos.ca/toronto/king-edward-private-residences-37-king-st-e-22-leader-ln/unit-319-C4840002
399000,Jul-22-2020,605E,36 Lisgar St,1,1,1,499,389,https://condos.ca/toronto/edge-on-triangle-park-36-lisgar-st/unit-605E-C4839814
412000,Jul-24-2020,308,3380 Eglinton Ave,2,2,1,1000,620,https://condos.ca/toronto/3380-eglinton-avenue-east-condos-3380-eglinton-ave-e/unit-308-E4842771
425000,Jul-22-2020,214,2 Glamorgan Ave,2,1,1,900,634,https://condos.ca/toronto/the-copenhagen-2-glamorgan-ave/unit-214-E4839722
449000,Jul-22-2020,# 7H,6 Rosebank Dr,1.5,1,1,700,502,https://condos.ca/toronto/markham-place-2-6-rosebank-dr/unit-7H-E4839827
388000,Jul-21-2020,1109,151 Village Green Sq,1.5,1,1,600,423,https://condos.ca/toronto/151-village-green-sq-toronto/unit-1109-E4838332
399900,Jul-21-2020,324,1 Leaside Park Dr,1,1,1,700,571,https://condos.ca/toronto/leaside-park-terrace-1-leaside-park-dr/unit-324-C4838306
410000,Jul-23-2020,#302,1703 Mccowan Rd,3,2,1,1200,650,https://condos.ca/toronto/1701-1703-1705-mccowan-condos-1701-1705-mccowan-rd/unit-302-E4841320
489000,Jul-22-2020,1705,7 Mabelle Ave,1,1,0,499,289,https://condos.ca/toronto/7-mabelle-avenue-etobicoke/unit-1705-W4839509
399900,Jul-21-2020,201,25 Strangford Lane,1,1,1,600,509,https://condos.ca/toronto/25-strangford-lane-scarborough
489990,Jul-21-2020,2004,1328 Birchmount Rd,1.5,1,1,600,498,https://condos.ca/toronto/2150-condos-1328-birchmount-rd/unit-2004-E4838075
399000,Jul-21-2020,214,100 Wingarden Crt,2,2,1,1000,619,https://condos.ca/toronto/100-wingarden-court-condominium-100-wingarden-crt/unit-214-E4838054
479000,Jul-22-2020,2212,7 Bishop Ave,1,1,1,500,475,https://condos.ca/toronto/vogue-condominiums-7-bishop-ave/unit-2212-C4839369
477000,Jul-21-2020,1806,5791 Yonge St,1,1,0,500,441,https://condos.ca/toronto/luxe-5791-yonge-st/unit-1806-C4837783
475000,Jul-21-2020,39,78 Carr St,0,1,0,499,203,https://condos.ca/toronto/78-carr-street-toronto/unit-39-C4837758
369900,Jul-20-2020,,,2,1,1,600,570,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-804-W4837478
500000,Jul-20-2020,413,5 St Joseph St,1,1,0,600,398,https://condos.ca/toronto/five-condos-5-st-joseph-st/unit-413-C4836797
379000,Jul-20-2020,510,15 London Green Crt,3,2,1,1000,831,https://condos.ca/toronto/15-london-green-court-condos-15-london-green-crt/unit-510-W4837457
500000,Jul-20-2020,706,5 Parkway Forest Dr,2,1,1,800,681,https://condos.ca/toronto/york-gardens-2-165-village-greenway-5-parkway-forest-dr/unit-706-C4836829
399999,Jul-21-2020,313,19 Avondale Ave,0,1,1,499,412,https://condos.ca/toronto/residences-of-avondale-4665-yonge-st-1-19-avondale-ave/unit-313-C4837835
495900,Jul-21-2020,1404,625 The West Mall St,3.5,2,1,1600,944,https://condos.ca/toronto/summit-royal-625-the-west-mall-627-the-west-mall/unit-1404-W4837729
499900,Jul-20-2020,1012,88 Scott St,0,1,0,499,229,https://condos.ca/toronto/88-scott-88-scott-st/unit-1012-C4837213
449990,Jul-20-2020,19,60 Winston Park Blvd,1,1,1,500,267,https://condos.ca/toronto/yorkdale-village-townhomes-867-869-wilson-ave-60-winston-park-blvd/unit-19-W4837123
499990,Jul-20-2020,503,45 Charles St E,0,1,0,499,230,https://condos.ca/toronto/chaz-yorkville-45-charles-st-e/unit-503-C4837085
429000,Jul-20-2020,601,3233 Eglinton Ave E,2.5,2,1,1000,890,https://condos.ca/toronto/guildwood-terrace-3231-eglinton-ave-e-3233-eglinton-ave-e/unit-601-E4837184
499999,Jul-21-2020,,,1.5,1,1,500,666,https://condos.ca/toronto/red-hot-condos-120-dallimore-cir/c4838307
449900,Jul-20-2020,1908,10 Markbrook Lane,2,2,1,1000,720,https://condos.ca/toronto/consulate-1-10-markbrook-ln/unit-1908-W4837434
469900,Jul-21-2020,701,28 Wellesley St E,0,1,0,499,224,https://condos.ca/toronto/vox-condos-28-wellesley-st-e/unit-701-C4838275
485000,Jul-20-2020,1501,5 Michael Power Pl,1,1,1,500,496,https://condos.ca/toronto/port-royal-place-6-5-michael-power-pl/unit-1501-W4837561
459999,Jul-20-2020,730,600 Fleet St W,0,1,0,499,233,https://condos.ca/toronto/malibu-condos-at-harbourfront-600-fleet-st/unit-730-C4837388
488888,Jul-21-2020,303,4968 Yonge St,1,1,1,500,458,https://condos.ca/toronto/ultima-at-broadway-4968-yonge-st/unit-303-C4837782
439900,Jul-21-2020,506,61 Heintzman St,1,1,0,499,220,https://condos.ca/toronto/the-heintzman-place-60-heintzman-st-61-heintzman-st/unit-506-W4838089
489880,Jul-21-2020,2309,9 Valhalla Inn Rd,1,1,1,500,376,https://condos.ca/toronto/triumph-at-valhalla-9-valhalla-inn-rd/unit-2309-W4837885
449900,Jul-21-2020,19,37 Four Winds Dr,2,2,1,800,308,https://condos.ca/toronto/four-winds-condos-21-37-four-winds-dr/unit-19-W4837745
499000,Jul-22-2020,603,4725 Sheppard Ave E,2.5,2,2,1200,649,https://condos.ca/toronto/4725-sheppard-4725-sheppard-ave-e/unit-603-E4839502
499000,Jul-21-2020,2506,18 Harrison Garden Blvd,1,1,1,500,428,https://condos.ca/toronto/the-residence-of-avondale-16-harrison-garden-blvd-18-harrison-garden-blvd/unit-2506-C4838159
469999,Jul-21-2020,808,21 Markbrook Lane,2,2,1,1000,582,https://condos.ca/toronto/consulate-ii-properties-21-markbrook-ln/unit-808-W4837857
374900,Jul-19-2020,415,940 Caledonia Rd,3,1,1,900,747,https://condos.ca/toronto/940-caledonia-road-north-york/unit-415-W4836525
499000,Jul-19-2020,210,555 Wilson Heights Blvd,2,2,1,900,598,https://condos.ca/toronto/terrace-heights-2-555-wilson-heights-blvd/unit-210-C4836497
499990,Jul-20-2020,511,1603 Eglinton Ave W,1,1,0,500,351,https://condos.ca/toronto/empire-midtown-1603-eglinton-ave-w/unit-511-C4836606
399000,Jul-19-2020,1709,100 Wingarden Crt,2,2,1,1000,619,https://condos.ca/toronto/100-wingarden-court-condominium-100-wingarden-crt/unit-1709-E4836256
398000,Jul-18-2020,505,480 Mclevin Ave E,1,1,1,600,387,https://condos.ca/toronto/mayfair-on-the-green-4-480-mclevin-ave/unit-505-E4835712
375000,Jul-17-2020,22,7 Brimley Rd S,1,1,1,500,765,https://condos.ca/toronto/7-brimley-road-south-scarborough
424995,Jul-18-2020,,,1.5,2,1,800,522,https://condos.ca/toronto/1200-bridletowne-circle-condos-1200-bridletowne-cir/unit-401-E4836161
449000,Jul-17-2020,118,2351 Kennedy Rd,2,1,1,900,721,https://condos.ca/toronto/bauhinia-court-on-kennedy-2351-kennedy-rd/unit-118-E4834967
476000,Jul-18-2020,,,2.5,2,1,1000,841,https://condos.ca/toronto/the-ambassadors-2-330-alton-towers-cir/unit-1510-E4836139
499000,Jul-18-2020,615,4968 Yonge St,1,1,1,500,413,https://condos.ca/toronto/ultima-at-broadway-4968-yonge-st/unit-615-C4835128
349900,Jul-17-2020,,,2,1,1,700,576,https://condos.ca/toronto/50-lotherton-1-121-lotherton-pathway/unit-1110-W4834247
449900,Jul-18-2020,3008,255 Village Green Sq,1,1,1,499,336,https://condos.ca/toronto/avani-at-metrogate-255-village-green-square/unit-3008-E4835262
488888,Jul-18-2020,2711,4968 Yonge St,1,1,1,500,434,https://condos.ca/toronto/ultima-at-broadway-4968-yonge-st/unit-2711-C4835280
479888,Jul-18-2020,1205,5 Valhalla Inn Rd,1.5,1,1,600,426,https://condos.ca/toronto/thunderbird-at-one-valhalla-5-valhalla-inn-rd/unit-1205-W4835186
445000,Jul-17-2020,511,180 Markham Rd,3,2,1,1200,800,https://condos.ca/toronto/180-markham-condos-180-markham-rd/unit-511-E4834807
